X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-8.8925,-67.8316,train,0.3869584702220122,100.0,0.9166347695780378
-7.7689,-68.1295,train,0.7642977619512342,100.0,0.9559810497773613
20.186,5.5223,train,0.20747587257438815,100.0,0.8549761626918615
-18.7637,-51.8269,train,0.007760420517987052,9.881882084991899,0.18067173221385857
-5.9533,-68.7697,train,3427.824146564841,100.0,0.999989733320774
-6.1894,-67.6102,train,2233.119063126678,100.0,0.9999842407965431
120.4312,-69.5642,train,0.024036225292695446,35.74380335598588,0.4058188136748466
16.3018,14.4689,train,0.013908876983016337,19.496010363507917,0.28326723288763783
84.5325,38.9042,train,0.2577470829086758,100.0,0.8798636086827477
-13.8562,-2.712,train,0.07274649086811012,82.7789726447304,0.6739578880979957
17.6125,16.0378,train,0.012826805526555548,19.047493984745834,0.26711638877681065
15.9908,13.9658,train,0.012387354074270884,18.865316136231936,0.2603474484056805
-37.7621,-49.8895,train,0.009807240737575855,13.00200543985893,0.21793881379094515
19.0347,8.5284,train,0.015787206161120018,22.033588522714044,0.30967487696959073
17.5665,16.2724,train,0.012826805526555548,19.047493984745834,0.26711638877681065
101.564,19.9446,train,0.008904097020357419,11.9395959582968,0.20192147970604182
60.1332,36.5402,train,0.27461875026581367,100.0,0.8864059783044639
14.8909,5.0185,train,0.07656966790652021,85.62637335162871,0.6851111624892584
23.0619,20.3396,train,0.040293354195876874,50.112064940020645,0.5337851792710767
-5.8662,-68.8416,train,2332.1600784528478,100.0,0.9999849100404656
17.4045,16.3137,train,0.012826805526555548,19.047493984745834,0.26711638877681065
-2.23,-68.5946,train,4.615731786721509E7,100.0,0.9999999992375481
17.1558,13.3275,train,0.007071885925818345,8.86354044273496,0.16732402250266984
109.9101,41.1663,train,0.00626886289934442,5.782808773964502,0.1511968575729401
87.6578,39.4044,train,0.14965225857317307,100.0,0.8096094889654304
20.5969,7.9408,train,0.015261612909393867,20.740443963599954,0.30248361871656426
