X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
67.6384,45.4558,train,0.0,0.0,0.0
25.7219,42.8766,train,0.0,0.0,0.0
74.925,38.6494,train,0.0,0.0,0.0
1.33,33.182,train,3.3258247612400204E-4,0.03325829561240018,3.324719017956612E-4
17.6748,39.3077,train,Infinity,100.0,NaN
43.041,-13.8629,train,0.0,0.0,0.0
107.6313,38.225,train,0.0,0.0,0.0
111.0466,47.4044,train,0.0,0.0,0.0
-50.4376,32.5427,train,0.0,0.0,0.0
85.1706,14.1666,train,0.0,0.0,0.0
73.422,40.7268,train,0.0,0.0,0.0
107.4503,23.1467,train,Infinity,100.0,NaN
107.4303,22.803,train,Infinity,100.0,NaN
15.1308,36.9105,train,2.8295783383263294E-44,2.8295824221240163E-42,2.8295783383263294E-44
92.3432,44.5548,train,0.0,0.0,0.0
106.1342,54.8353,train,1.1887193627227502E212,100.0,1.0
