species,X,Y,PC1,PC2,PC3
insect.M.distribution100t7.3_PA2_RUN2,73.5722,59.7387,-17234.803983665,1170.85408779692,1882.08364814858
insect.M.distribution100t7.3_PA2_RUN2,1.5784,34.3551,3146.07230525582,4100.40718728182,-105.814654719255
insect.M.distribution100t7.3_PA2_RUN2,2.0269,34.1346,3146.07643442166,4100.42311088165,-105.799565537346
insect.M.distribution100t7.3_PA2_RUN2,97.9985,49.3755,-1878.07694074317,-14590.1262995925,45.1598134186962
insect.M.distribution100t7.3_PA2_RUN2,1.5775,34.355,3146.07230525582,4100.40718728182,-105.814654719255
insect.M.distribution100t7.3_PA2_RUN2,2.0269,34.1346,3146.07643442166,4100.42311088165,-105.799565537346
insect.M.distribution100t7.3_PA2_RUN2,13.7631,39.1461,3519.45709373335,1864.70942352091,-27.2327545727121
insect.M.distribution100t7.3_PA2_RUN2,-1.5998,31.6146,5366.53975465542,4149.83693984035,-286.413169524865
insect.M.distribution100t7.3_PA2_RUN2,1.3749,34.1702,3146.07230525582,4100.40718728182,-105.814654719255
insect.M.distribution100t7.3_PA2_RUN2,1.5784,34.3551,3146.07230525582,4100.40718728182,-105.814654719255
insect.M.distribution100t7.3_PA2_RUN2,-26.8776,45.4811,-3599.86973140099,902.515524971825,1185.48735631363
insect.M.distribution100t7.3_PA2_RUN2,1.5784,34.3551,3146.07230525582,4100.40718728182,-105.814654719255
insect.M.distribution100t7.3_PA2_RUN2,1.5775,34.355,3146.07230525582,4100.40718728182,-105.814654719255
insect.M.distribution100t7.3_PA2_RUN2,-49.2321,-3.7436,9210.02798160131,1990.91307816963,-443.114895447088
insect.M.distribution100t7.3_PA2_RUN2,2.0269,34.1346,3146.07643442166,4100.42311088165,-105.799565537346
insect.M.distribution100t7.3_PA2_RUN2,2.4346,35.1561,3146.09927661017,4100.10257999533,-105.74360967458
insect.M.distribution100t7.3_PA2_RUN2,-26.8776,45.4811,-3599.86973140099,902.515524971825,1185.48735631363
insect.M.distribution100t7.3_PA2_RUN2,73.5722,59.7387,-17234.803983665,1170.85408779692,1882.08364814858
