X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
73.5722,59.7387,train,0.012528266351467355,8.608579630635301,0.39395966969516766
1.5784,34.3551,train,0.03308887054025597,95.62056279187262,0.631931420032297
2.0269,34.1346,train,0.03308914632256097,95.6206577444651,0.6319333585995024
97.9985,49.3755,train,0.13216009236758494,100.0,0.8727314662455721
1.5775,34.355,train,0.03308887054025597,95.62056279187262,0.631931420032297
13.7631,39.1461,train,0.020357569985417105,54.522798813110036,0.5136884386687622
-1.5998,31.6146,train,0.030411343349180962,94.0520889697486,0.6120957712372918
1.3749,34.1702,train,0.03308887054025597,95.62056279187262,0.631931420032297
-26.8776,45.4811,train,0.01937513707480624,48.976944950475925,0.5013263113623316
-49.2321,-3.7436,train,0.015816042096666247,27.590264055462708,0.45074509915645433
2.4346,35.1561,train,0.0330867238416446,95.61982367774263,0.6319163294627016
