species,X,Y,PC1,PC2,PC3
insect.M.distribution200t5.1_PA2_RUN2,0.9082,38.1222,2146.32939497033,4429.11149217065,-924.465358309591
insect.M.distribution200t5.1_PA2_RUN2,54.0519,58.7264,4237.81743029509,2267.66438373944,-407.569376228028
insect.M.distribution200t5.1_PA2_RUN2,0.7017,37.6501,2146.32939497033,4429.11149217065,-924.465358309591
insect.M.distribution200t5.1_PA2_RUN2,2.4041,-43.349,2055.26597706393,-9087.32390251098,642.204589673544
insect.M.distribution200t5.1_PA2_RUN2,85.465,58.0811,-3027.49175343705,630.450593238965,86.9141588687024
insect.M.distribution200t5.1_PA2_RUN2,0.96,38.4215,2146.32939497033,4429.11149217065,-924.465358309591
insect.M.distribution200t5.1_PA2_RUN2,0.7825,38.1344,2146.32939497033,4429.11149217065,-924.465358309591
insect.M.distribution200t5.1_PA2_RUN2,18.5041,32.3547,-586.922533973359,4658.62152482375,-808.020135677974
insect.M.distribution200t5.1_PA2_RUN2,0.8222,36.8755,-5402.90225167318,4286.47690202902,810.087589676727
insect.M.distribution200t5.1_PA2_RUN2,-19.5204,22.6957,196.537035265731,-4909.51013285375,798.411419250784
insect.M.distribution200t5.1_PA2_RUN2,-19.5718,22.6763,196.537035265731,-4909.51013285375,798.411419250784
insect.M.distribution200t5.1_PA2_RUN2,-19.5487,22.9295,196.537035265731,-4909.51013285375,798.411419250784
insect.M.distribution200t5.1_PA2_RUN2,0.8136,36.8692,-5402.90225167318,4286.47690202902,810.087589676727
insect.M.distribution200t5.1_PA2_RUN2,0.9187,38.6792,2144.87924873701,4466.76626842349,-926.124947217821
insect.M.distribution200t5.1_PA2_RUN2,0.7653,38.1956,2146.32939497033,4429.11149217065,-924.465358309591
insect.M.distribution200t5.1_PA2_RUN2,10.1096,41.5973,3706.0603506861,4111.30441779813,-460.201631653857
insect.M.distribution200t5.1_PA2_RUN2,2.4041,-43.349,2055.26597706393,-9087.32390251098,642.204589673544
insect.M.distribution200t5.1_PA2_RUN2,0.6647,37.0815,-5402.90225167318,4286.47690202902,810.087589676727
insect.M.distribution200t5.1_PA2_RUN2,0.8011,36.8574,-5402.90225167318,4286.47690202902,810.087589676727
insect.M.distribution200t5.1_PA2_RUN2,0.9863,-44.92,2110.75000846955,-10527.2130242596,705.449437891928
insect.M.distribution200t5.1_PA2_RUN2,55.8777,58.9126,4244.19267353736,2102.57597745804,-400.36061040226
insect.M.distribution200t5.1_PA2_RUN2,38.7749,-21.6058,888.372651696332,1021.54626966808,508.15446195434
insect.M.distribution200t5.1_PA2_RUN2,18.5041,32.3547,-586.922533973359,4658.62152482375,-808.020135677974
insect.M.distribution200t5.1_PA2_RUN2,54.0519,58.7264,4237.81743029509,2267.66438373944,-407.569376228028
insect.M.distribution200t5.1_PA2_RUN2,11.8284,39.7904,3617.88529557523,1680.56672173464,-360.785912852423
