species,X,Y,PC1,PC2,PC3
insect.M.distribution240t3.3_PA1_RUN1,-8.8925,-67.8316,1525.00085457022,-2581.31157556775,-1660.46251966807
insect.M.distribution240t3.3_PA1_RUN1,17.5665,16.2724,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t3.3_PA1_RUN1,60.181,36.5001,2543.1290027618,-5929.61782932607,357.57129075465
insect.M.distribution240t3.3_PA1_RUN1,-7.7689,-68.1295,1401.60390593926,-4205.85507894302,-1633.85852117118
insect.M.distribution240t3.3_PA1_RUN1,-18.7637,-51.8269,6911.63790224668,-2801.78825276737,-1182.19620820936
insect.M.distribution240t3.3_PA1_RUN1,120.4312,-69.5642,7272.8472949826,1582.18475694444,-1711.33235398411
insect.M.distribution240t3.3_PA1_RUN1,16.3018,14.4689,5248.85088306094,-2085.08690683988,64.0403471216803
insect.M.distribution240t3.3_PA1_RUN1,-13.8562,-2.712,7638.543192213,-4554.9953992362,-1625.77896390673
insect.M.distribution240t3.3_PA1_RUN1,-7.7689,-68.1295,1401.60390593926,-4205.85507894302,-1633.85852117118
insect.M.distribution240t3.3_PA1_RUN1,7.2247,-45.6518,6123.72405121465,-1732.69126768055,-789.467652226133
insect.M.distribution240t3.3_PA1_RUN1,17.7083,16.3552,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t3.3_PA1_RUN1,62.3107,44.6587,-879.080791071538,-4185.4254654027,363.882808379778
insect.M.distribution240t3.3_PA1_RUN1,-37.7621,-49.8895,8022.99325498867,448.988447891747,-1678.7789222584
