Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.70389E-11,0.000000003,0,0.983333333,0,0
3.32528E-10,0.000000036,0.000000004,0.966666667,0,0
1.84467E-9,0.000000261,0.000000023,0.933333333,0,0
1.67498E-8,0.000001936,0.000000211,0.916666667,0,0
1.68642E-8,0.000003623,0.000000212,0.9,0,0
1.40637E-7,0.000017686,0.000001772,0.883333333,0,0
1.963E-7,0.000037316,0.000002473,0.866666667,0,0
2.754E-7,0.000064856,0.00000347,0.85,0,0
4.29447E-7,0.000107801,0.00000541,0.833333333,0,0
1.7417E-6,0.000388547,0.000021942,0.783333333,0,0
1.51465E-5,0.001903193,0.000190786,0.766666667,0,0
2.05186E-5,0.003955055,0.000258436,0.75,0,0
2.97475E-5,0.006929806,0.000374633,0.733333333,0,0
4.1145E-5,0.01104431,0.000518096,0.716666667,0,0
6.63783E-5,0.02747318,0.000835566,0.666666667,0,0
1.66468E-4,0.063679833,0.002092848,0.616666667,0,0
2.64455E-4,0.116499415,0.003320668,0.583333333,0,0
3.87103E-4,0.225502906,0.004853239,0.533333333,0,0
4.34339E-4,0.311491619,0.005442228,0.5,0,0
4.93283E-4,0.408326538,0.00617623,0.466666667,0,0
6.52839E-4,0.530334816,0.008157675,0.433333333,0,0
1.17951E-3,0.714546531,0.014642385,0.4,0,0
1.33835E-3,0.848381684,0.016581589,0.383333333,0,0
1.46698E-3,0.995079238,0.018146267,0.366666667,0,0
1.73158E-3,1.168237573,0.021349545,0.35,0,0
2.52868E-3,1.421105416,0.030873901,0.333333333,0,0
2.98442E-3,1.71954774,0.036236682,0.316666667,0,0
3.1838E-3,2.037927889,0.038564163,0.3,0,0
3.18722E-3,2.356649874,0.03860397,0.283333333,0,0
3.54082E-3,2.710732015,0.042703937,0.266666667,0,0
4.35675E-3,3.146406915,0.052032376,0.25,0,0
6.51589E-3,3.797995649,0.075862601,0.233333333,0,0
7.72588E-3,4.570583821,0.088700637,0.216666667,0,0
1.61654E-2,6.187120475,0.169199774,0.2,0,0
2.36092E-2,8.548042877,0.229251432,0.183333333,0,0
2.93334E-2,11.481385084,0.269836397,0.166666667,0,0
5.06715E-2,16.548534382,0.389642107,0.15,0,0
6.33505E-2,22.883585038,0.443863315,0.133333333,0,0
7.56914E-2,30.452720222,0.488123128,0.116666667,0,0
8.20287E-2,38.655591607,0.508221514,0.1,0,0
8.82974E-2,45.552938785,0.526607294,0.083333333,0,0
9.02292E-2,47.678509095,0.531999326,0.083333333,0.5,0
9.87537E-2,50.786755141,0.554395907,0.066666667,0.5,0
1.24326E-1,60.111120971,0.610336707,0.066666667,1,0
1.31018E-1,73.212948103,0.622731063,0.05,1,0
1.33643E-1,86.577293328,0.627380428,0.033333333,1,0
1.34227E-1,100,0.628398519,0.016666667,1,0
