Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
4.4996E-5,0.004499604,0.001630396,1,0,0
1.49925E-4,0.019492087,0.005411832,0.983333333,0,0
2.96631E-4,0.04915516,0.010651067,0.966666667,0,0
7.74003E-4,0.126555447,0.027323633,0.95,0,0
1.08382E-3,0.234936972,0.037846618,0.933333333,0,0
1.43485E-3,0.378422398,0.049498073,0.916666667,0,0
1.56748E-3,0.535169959,0.053826844,0.9,0,0
1.719E-3,0.707069551,0.058724471,0.883333333,0,0
1.75662E-3,0.882731432,0.059932717,0.866666667,0,0
1.76174E-3,1.058905026,0.060096812,0.85,0,0
1.92195E-3,1.251100315,0.065205803,0.833333333,0,0
1.93521E-3,1.444621753,0.065626197,0.816666667,0,0
2.77931E-3,1.722552896,0.091628047,0.8,0,0
2.86155E-3,2.008707982,0.094084221,0.783333333,0,0
2.86442E-3,2.295150217,0.094169742,0.766666667,0,0
3.19228E-3,2.614378543,0.103829243,0.75,0,0
4.67926E-3,3.082304808,0.145172229,0.733333333,0,0
4.88317E-3,3.570621441,0.150545901,0.716666667,0,0
4.97393E-3,4.068014395,0.152916203,0.7,0,0
5.02099E-3,4.570113627,0.154140057,0.683333333,0,0
5.39633E-3,5.109747043,0.163775591,0.666666667,0,0
5.93342E-3,5.703088867,0.177187588,0.65,0,0
6.45197E-3,6.348286348,0.189734926,0.633333333,0,0
6.85692E-3,7.033978189,0.199270243,0.616666667,0,0
7.15196E-3,7.74917374,0.206077439,0.6,0,0
8.22031E-3,8.571205128,0.229787526,0.583333333,0,0
8.49528E-3,9.420733193,0.235662466,0.566666667,0,0
9.14291E-3,10.33502436,0.24915186,0.55,0,0
9.29927E-3,11.264951211,0.252337539,0.533333333,0,0
1.03256E-2,12.297508161,0.272594959,0.516666667,0,0
1.06388E-2,13.361389513,0.278561,0.5,0,0
1.16324E-2,14.524628255,0.296853502,0.483333333,0,0
1.18525E-2,15.709875558,0.30078066,0.466666667,0,0
1.20875E-2,16.918629965,0.304927053,0.45,0,0
1.22147E-2,18.140095793,0.307148786,0.433333333,0,0
1.30525E-2,19.445340919,0.321443976,0.416666667,0,0
1.35406E-2,20.799400892,0.329504458,0.4,0,0
1.36349E-2,22.16289114,0.331039599,0.383333333,0,0
1.5113E-2,23.67419349,0.354214928,0.366666667,0,0
1.5556E-2,25.229794209,0.360850913,0.35,0,0
1.60084E-2,26.830634044,0.36748853,0.333333333,0,0
1.65367E-2,27.406945372,0.375066973,0.316666667,0,0
1.76239E-2,28.593019153,0.390106025,0.316666667,0.25,0
1.93393E-2,30.526947324,0.412417281,0.3,0.25,0
2.04923E-2,32.576182075,0.426518923,0.283333333,0.25,0
2.0548E-2,34.630979745,0.427182156,0.266666667,0.25,0
2.12169E-2,36.752667221,0.435038542,0.25,0.25,0
2.18001E-2,38.932674025,0.441714523,0.233333333,0.25,0
2.51948E-2,41.452154541,0.47764444,0.216666667,0.25,0
3.19127E-2,44.643424241,0.536655177,0.2,0.25,0
3.42614E-2,48.06956537,0.554260466,0.183333333,0.25,0
4.20479E-2,52.274352574,0.604126536,0.166666667,0.25,0
4.23133E-2,53.971170564,0.605630447,0.15,0.25,0
4.2716E-2,56.545957333,0.607890813,0.15,0.5,0
4.71554E-2,61.261494803,0.631190685,0.133333333,0.5,0
4.78693E-2,61.898583238,0.634681659,0.116666667,0.5,0
4.88429E-2,62.767397014,0.639337231,0.116666667,0.75,0
5.31064E-2,66.572136533,0.658401317,0.116666667,1,0
5.35622E-2,71.928358885,0.660320838,0.1,1,0
5.50425E-2,77.432610832,0.666408629,0.083333333,1,0
5.60378E-2,83.036387946,0.670380437,0.066666667,1,0
5.64937E-2,88.685753067,0.672168332,0.05,1,0
5.65061E-2,94.336362092,0.672216844,0.033333333,1,0
5.66364E-2,100,0.67272411,0.016666667,1,0
