Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
5.79661E-9,0.00000058,0.000000059,1,0,0
1.7071E-8,0.000002287,0.000000175,0.983333333,0,0
2.51743E-8,0.000004804,0.000000258,0.966666667,0,0
4.62063E-8,0.000013736,0.000000473,0.933333333,0,0
8.83098E-8,0.000027313,0.000000905,0.9,0,0
3.11206E-7,0.000075314,0.000003189,0.866666667,0,0
3.51735E-7,0.00011766,0.000003604,0.85,0.04,0
5.14777E-7,0.000268123,0.000005274,0.8,0.04,0
8.6382E-7,0.000552448,0.00000885,0.733333333,0.04,0
3.52823E-6,0.001307214,0.000036148,0.683333333,0.04,0
5.44875E-6,0.002796768,0.000055823,0.633333333,0.04,0
2.06031E-5,0.006181217,0.000211049,0.6,0.04,0
2.86601E-5,0.011433839,0.000293557,0.566666667,0.04,0
1.29878E-4,0.032201544,0.001328926,0.533333333,0.12,0
2.19666E-4,0.070020259,0.002245576,0.5,0.16,0
2.91925E-4,0.125770284,0.002982063,0.466666667,0.16,0
4.50933E-4,0.204126821,0.004598881,0.433333333,0.16,0
1.01896E-3,0.306022641,0.010332083,0.416666667,0.16,0
1.44301E-3,0.450323848,0.01456928,0.4,0.2,0
1.92811E-3,0.643134971,0.019372173,0.383333333,0.2,0
2.20379E-3,0.863513888,0.022080813,0.366666667,0.2,0
3.0257E-3,1.166083588,0.030068283,0.35,0.2,0
3.33738E-3,1.499821951,0.033063301,0.333333333,0.2,0
3.83194E-3,1.8830159,0.037777749,0.316666667,0.2,0
3.84383E-3,2.267399305,0.03789057,0.3,0.2,0
3.98299E-3,2.665698014,0.039208488,0.283333333,0.2,0
4.34288E-3,3.099985807,0.042600327,0.266666667,0.2,0
6.11468E-3,3.711453336,0.058955663,0.25,0.2,0
6.47888E-3,4.35934099,0.062248583,0.233333333,0.2,0
6.98991E-3,4.56412334,0.066830421,0.216666667,0.28,0
8.63332E-3,5.22267273,0.081266112,0.216666667,0.32,0
9.04707E-3,6.127380064,0.084830439,0.2,0.32,0
1.43207E-2,7.55945391,0.127952196,0.183333333,0.32,0
1.97163E-2,9.531083409,0.168058388,0.166666667,0.32,0
2.04981E-2,11.580889413,0.173565446,0.15,0.32,0
2.69158E-2,14.272471912,0.216160712,0.133333333,0.32,0
3.48733E-2,17.759803098,0.263244193,0.116666667,0.32,0
8.76673E-2,26.52653588,0.473189002,0.1,0.32,0
9.63992E-2,36.166459661,0.496900553,0.083333333,0.32,0
1.07576E-1,46.924032703,0.524305534,0.066666667,0.32,0
1.21827E-1,59.106740602,0.555200678,0.05,0.32,0
1.39274E-1,73.034153599,0.587962282,0.033333333,0.32,0
2.69658E-1,100,0.734243446,0.016666667,0.32,0
3.99657E-1,100,0.803720321,0,0.32,0
5.16714E-1,100,0.841121062,0,0.36,0
6.74076E-1,100,0.873520038,0,0.44,0
1E0,100,0.911077198,0,0.68,0
