X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
9.177,40.6294,train,0.0,0.0,0.0
10.7649,37.8912,train,Infinity,100.0,NaN
113.0814,60.9084,train,Infinity,100.0,NaN
74.5215,42.7568,train,0.0,0.0,0.0
17.5927,37.0722,train,Infinity,100.0,NaN
64.6736,50.8597,train,0.0,0.0,0.0
100.5848,59.3909,train,Infinity,100.0,NaN
74.7289,39.9446,train,Infinity,100.0,NaN
19.7184,43.5586,train,0.0,0.0,0.0
74.0266,42.8759,train,0.0,0.0,0.0
87.7626,47.4152,train,Infinity,100.0,NaN
8.6131,39.646,train,0.0,0.0,0.0
44.9984,50.5598,train,9.055792887211488E-287,9.05592375316168E-285,9.055805899495582E-287
91.9549,47.8195,train,Infinity,100.0,NaN
44.7861,-61.8712,train,0.0,0.0,0.0
75.5721,40.2258,train,Infinity,100.0,NaN
80.8484,53.4448,train,0.0,0.0,0.0
31.9863,-31.4955,train,0.0,0.0,0.0
8.8838,40.6748,train,0.0,0.0,0.0
115.0574,48.6245,train,Infinity,100.0,NaN
115.1319,40.5482,train,Infinity,100.0,NaN
8.5621,40.0311,train,0.0,0.0,0.0
105.8668,52.4637,train,0.0,0.0,0.0
56.1418,-39.971,train,0.0,0.0,0.0
