Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.06899E-4,0.010689867,0.00490898,1,0,0
3.37524E-4,0.044442252,0.015337273,0.983333333,0,0
1.16198E-3,0.160640677,0.050894506,0.966666667,0,0
2.34039E-3,0.394679578,0.09747707,0.95,0,0
2.97827E-3,0.692506722,0.120834534,0.933333333,0,0
3.57672E-3,1.050178457,0.141674814,0.916666667,0,0
3.60256E-3,1.410434825,0.142552652,0.9,0,0
3.83161E-3,1.793595536,0.150254067,0.883333333,0,0
3.84645E-3,2.17824031,0.150748303,0.866666667,0,0
4.14665E-3,2.59290542,0.160623931,0.85,0,0
4.2064E-3,3.013545813,0.162562244,0.833333333,0,0
4.26738E-3,3.440284296,0.164531185,0.816666667,0,0
5.35028E-3,3.975312212,0.198015282,0.8,0,0
5.37947E-3,4.513259618,0.1988809,0.783333333,0,0
5.79003E-3,5.092262876,0.210858864,0.766666667,0,0
7.46796E-3,5.839058827,0.256303205,0.75,0,0
7.69539E-3,6.608598016,0.262063219,0.733333333,0,0
7.8323E-3,7.391828497,0.265487889,0.716666667,0,0
8.21513E-3,8.213341604,0.27489717,0.7,0,0
8.69706E-3,9.083048089,0.28640504,0.683333333,0,0
9.24819E-3,10.007866835,0.299125316,0.666666667,0,0
9.62225E-3,10.970091833,0.307503661,0.65,0,0
1.05384E-2,12.023933541,0.327202151,0.633333333,0,0
1.11328E-2,13.137215042,0.339393752,0.616666667,0,0
1.16558E-2,14.302795051,0.349760945,0.6,0,0
1.38614E-2,15.688934318,0.390125049,0.583333333,0,0
1.41752E-2,17.106459304,0.395465161,0.566666667,0,0
1.42851E-2,18.534971224,0.397312498,0.55,0,0
1.44027E-2,19.975242795,0.399277292,0.533333333,0,0
1.49296E-2,21.46820643,0.407926003,0.516666667,0,0
1.50061E-2,22.968820949,0.409161134,0.5,0,0
1.5244E-2,24.49321705,0.412967653,0.483333333,0,0
1.63262E-2,26.125833614,0.429687806,0.466666667,0,0
1.66435E-2,27.790180442,0.434411083,0.45,0,0
1.68128E-2,29.47146272,0.436900165,0.433333333,0,0
1.69924E-2,31.17070491,0.439515992,0.416666667,0,0
1.73262E-2,31.888392279,0.444313673,0.4,0,0
1.78213E-2,32.952834054,0.451280028,0.4,0.333333333,0
1.88667E-2,34.839501463,0.465430991,0.383333333,0.333333333,0
2.00421E-2,36.843714156,0.480495483,0.366666667,0.333333333,0
2.00443E-2,38.848143862,0.48052251,0.35,0.333333333,0
2.02634E-2,40.874486832,0.483237206,0.333333333,0.333333333,0
2.04627E-2,42.9207577,0.485681431,0.316666667,0.333333333,0
2.08877E-2,45.009525903,0.490817414,0.3,0.333333333,0
2.10295E-2,47.11248075,0.49250917,0.283333333,0.333333333,0
2.2131E-2,49.325576902,0.505270685,0.266666667,0.333333333,0
2.29603E-2,51.621606035,0.514464008,0.25,0.333333333,0
2.29621E-2,53.917811568,0.514483198,0.233333333,0.333333333,0
2.47263E-2,56.390445506,0.532945936,0.216666667,0.333333333,0
2.68751E-2,59.077956591,0.553619655,0.2,0.333333333,0
2.97647E-2,62.054428562,0.578697725,0.183333333,0.333333333,0
3.25295E-2,64.242946897,0.600189403,0.166666667,0.333333333,0
3.40687E-2,65.461299867,0.611229991,0.166666667,0.666666667,0
3.40918E-2,68.870483161,0.611391185,0.15,0.666666667,0
3.5644E-2,70.472234009,0.621915533,0.133333333,0.666666667,0
3.775E-2,72.645479429,0.635315795,0.133333333,1,0
3.79748E-2,76.442958259,0.636690457,0.116666667,1,0
3.88965E-2,80.332610873,0.642219589,0.1,1,0
3.91236E-2,84.244969625,0.643555899,0.083333333,1,0
3.92399E-2,88.168961075,0.644236652,0.066666667,1,0
3.92556E-2,92.094520785,0.644328229,0.05,1,0
3.93923E-2,96.033747149,0.645124285,0.033333333,1,0
3.96625E-2,100,0.646688082,0.016666667,1,0
