X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
22.6086,33.5613,train,0.1903390934231349,100.0,0.8228252558288909
85.0809,16.9308,train,0.03192372236436034,39.77871263654738,0.437860308570604
73.4066,39.989,train,0.00405035243061377,5.090424821561454,0.08993769307211263
18.7074,40.8828,train,0.14213854429770093,100.0,0.7761904440087549
18.8008,40.9082,train,0.10456031244369134,82.62509862042677,0.7184051247950604
0.3109,34.0248,train,0.5079950906450401,100.0,0.9253438125681479
0.3763,33.9366,train,0.3250825406051978,100.0,0.8880404142661629
14.3953,37.7676,train,2.810148001262971,100.0,0.9856251023975149
18.8567,40.9164,train,0.10456031244369134,82.62509862042677,0.7184051247950604
19.2107,40.9504,train,0.10456031244369134,82.62509862042677,0.7184051247950604
91.924,43.8602,train,0.006216789587550005,7.404241215335385,0.13170737221054263
18.8303,40.9179,train,0.10456031244369134,82.62509862042677,0.7184051247950604
98.1414,46.0907,train,0.8734811351950392,100.0,0.9551817708225216
16.9375,40.037,train,0.14411354213978514,100.0,0.7785784909537986
0.3961,33.9656,train,0.3250825406051978,100.0,0.8880404142661629
6.4522,35.4152,train,0.01073543600066724,13.414870033172763,0.20756765689261697
18.8653,40.9169,train,0.10456031244369134,82.62509862042677,0.7184051247950604
98.152,46.0943,train,0.8734811351950392,100.0,0.9551817708225216
98.1494,46.0924,train,0.8734811351950392,100.0,0.9551817708225216
104.5633,38.7379,train,0.0064479411853459075,7.588435894528997,0.13593878435237244
98.1498,46.0909,train,0.8734811351950392,100.0,0.9551817708225216
