species,X,Y,PC1,PC2,PC3
insect.M.distribution240t9.3_PA2_RUN2,-8.8925,-67.8316,1525.00085457022,-2581.31157556775,-1660.46251966807
insect.M.distribution240t9.3_PA2_RUN2,60.181,36.5001,2543.1290027618,-5929.61782932607,357.57129075465
insect.M.distribution240t9.3_PA2_RUN2,-18.7637,-51.8269,6911.63790224668,-2801.78825276737,-1182.19620820936
insect.M.distribution240t9.3_PA2_RUN2,-5.9533,-68.7697,463.043092184387,-5257.05331138557,-1926.95612935801
insect.M.distribution240t9.3_PA2_RUN2,-37.9346,-51.1023,7852.40714903705,-1796.84850613935,-1642.00359936579
insect.M.distribution240t9.3_PA2_RUN2,-6.1894,-67.6102,394.695301032312,-6156.88225465864,-1912.22127831178
insect.M.distribution240t9.3_PA2_RUN2,120.4312,-69.5642,7272.8472949826,1582.18475694444,-1711.33235398411
insect.M.distribution240t9.3_PA2_RUN2,16.3018,14.4689,5248.85088306094,-2085.08690683988,64.0403471216803
insect.M.distribution240t9.3_PA2_RUN2,-7.7689,-68.1295,1401.60390593926,-4205.85507894302,-1633.85852117118
insect.M.distribution240t9.3_PA2_RUN2,17.6125,16.0378,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t9.3_PA2_RUN2,7.2247,-45.6518,6123.72405121465,-1732.69126768055,-789.467652226133
insect.M.distribution240t9.3_PA2_RUN2,17.7083,16.3552,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t9.3_PA2_RUN2,-37.7621,-49.8895,8022.99325498867,448.988447891747,-1678.7789222584
insect.M.distribution240t9.3_PA2_RUN2,17.5665,16.2724,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t9.3_PA2_RUN2,0.9348,-67.0728,3024.18236148039,-9738.08028288616,-1410.28017320353
insect.M.distribution240t9.3_PA2_RUN2,19.0347,8.5284,6778.70476323042,3944.54491128592,-848.421020421416
insect.M.distribution240t9.3_PA2_RUN2,14.8909,5.0185,8044.99918710599,3334.35630865025,-1699.62717890342
insect.M.distribution240t9.3_PA2_RUN2,17.5665,16.2724,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t9.3_PA2_RUN2,101.564,19.9446,4925.3084507353,2679.53966805599,-1133.30265320665
insect.M.distribution240t9.3_PA2_RUN2,16.3018,14.4689,5248.85088306094,-2085.08690683988,64.0403471216803
insect.M.distribution240t9.3_PA2_RUN2,60.1332,36.5402,2543.1290027618,-5929.61782932607,357.57129075465
insect.M.distribution240t9.3_PA2_RUN2,88.9264,40.8437,2521.64191457455,-7713.04321460905,377.106692134262
insect.M.distribution240t9.3_PA2_RUN2,-37.9346,-51.1023,7852.40714903705,-1796.84850613935,-1642.00359936579
insect.M.distribution240t9.3_PA2_RUN2,14.8909,5.0185,8044.99918710599,3334.35630865025,-1699.62717890342
insect.M.distribution240t9.3_PA2_RUN2,17.6125,16.0378,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t9.3_PA2_RUN2,-7.7689,-68.1295,1401.60390593926,-4205.85507894302,-1633.85852117118
insect.M.distribution240t9.3_PA2_RUN2,-5.8662,-68.8416,628.882511407221,-3073.71757802028,-1962.70952260404
insect.M.distribution240t9.3_PA2_RUN2,-2.23,-68.5946,-1664.17011754749,-8556.40768732665,-2300.09963717784
insect.M.distribution240t9.3_PA2_RUN2,109.9101,41.1663,3680.3813298153,1793.00024059242,196.585963555255
insect.M.distribution240t9.3_PA2_RUN2,20.5969,7.9408,6781.3214110614,3978.98513926472,-848.985733817414
insect.M.distribution240t9.3_PA2_RUN2,84.5325,38.9042,2425.36095235947,-6127.69981577125,345.597322206159
insect.M.distribution240t9.3_PA2_RUN2,7.2247,-45.6518,6123.72405121465,-1732.69126768055,-789.467652226133
insect.M.distribution240t9.3_PA2_RUN2,16.381,14.3632,5248.85088306094,-2085.08690683988,64.0403471216803
insect.M.distribution240t9.3_PA2_RUN2,-3.2803,-67.0039,3825.67608042307,-7984.68522583351,-1484.30139018099
insect.M.distribution240t9.3_PA2_RUN2,-5.8054,-68.8165,628.882511407221,-3073.71757802028,-1962.70952260404
insect.M.distribution240t9.3_PA2_RUN2,17.7083,16.3552,4205.80413786475,-1417.80625368528,633.448547942829
insect.M.distribution240t9.3_PA2_RUN2,0.9348,-67.0728,3024.18236148039,-9738.08028288616,-1410.28017320353
insect.M.distribution240t9.3_PA2_RUN2,20.186,5.5223,8083.92834682028,3848.10675940478,-1708.20881526168
