X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-0.5947,35.4562,train,Infinity,100.0,NaN
109.4701,32.2945,train,0.0,0.0,0.0
3.4722,-47.3345,train,0.0,0.0,0.0
94.353,-56.7876,train,0.0,0.0,0.0
-0.5848,35.3176,train,Infinity,100.0,NaN
42.7197,58.9328,train,0.0,0.0,0.0
94.3811,-56.8496,train,0.0,0.0,0.0
8.2939,38.8609,train,0.0,0.0,0.0
9.7282,37.1139,train,0.0,0.0,0.0
64.405,-61.9631,train,0.0,0.0,0.0
94.2455,-56.8295,train,0.0,0.0,0.0
-21.64,17.5134,train,0.0,0.0,0.0
12.4715,29.7815,train,0.0,0.0,0.0
42.5748,59.0753,train,0.0,0.0,0.0
-0.5292,35.5499,train,Infinity,100.0,NaN
114.6257,33.9864,train,0.0,0.0,0.0
-1.0451,34.3504,train,Infinity,100.0,NaN
113.3106,34.8475,train,0.0,0.0,0.0
76.1298,62.4036,train,Infinity,100.0,NaN
94.3634,-56.7945,train,0.0,0.0,0.0
-14.1287,-34.0817,train,0.0,0.0,0.0
-0.5831,35.3405,train,Infinity,100.0,NaN
