X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
20.2231,38.6193,train,0.09970677909903525,82.09856137757626,0.7241328854683843
9.6879,40.4002,train,0.20582213828969054,99.66736398360548,0.844202375122256
8.7655,39.7378,train,0.20949411599642342,100.0,0.8465140310858305
91.3854,49.5669,train,0.007113733363755849,13.099020294341914,0.15773864594501483
19.4027,43.0557,train,0.360691832908367,100.0,0.9047234769318923
19.443,43.0475,train,0.360691832908367,100.0,0.9047234769318923
45.3839,-60.7855,train,0.005589297176250136,9.584779990470953,0.12827199536411338
85.4407,58.8465,train,4.9292117330160465,100.0,0.9923529305978027
8.773,39.7501,train,0.20949411599642342,100.0,0.8465140310858305
18.7298,41.6271,train,0.12582951069087528,86.42344139997046,0.7681242559803749
99.4583,62.3936,train,0.0012972341488150026,0.3694342560581258,0.03302385614261376
20.4517,38.9757,train,0.09970677909903525,82.09856137757626,0.7241328854683843
85.7786,59.1674,train,4.9292117330160465,100.0,0.9923529305978027
15.6565,38.2561,train,0.1424456064914563,89.17446777717294,0.7894780631327928
18.636,41.6102,train,0.12582951069087528,86.42344139997046,0.7681242559803749
75.2712,41.8813,train,0.005589297176250136,9.584779990470953,0.12827199536411338
