X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-41.8379,-40.0989,train,0.004513039380638501,5.002508448416475,0.13222339591283508
73.5722,59.7387,train,0.010511015640327049,18.68909638859061,0.26192476484691934
2.0269,34.1346,train,0.13977121427748415,92.42291570712567,0.8251439262996849
97.9985,49.3755,train,0.030599307478725142,62.71531323489621,0.5081405563121648
1.5775,34.355,train,0.13976528479187192,92.40240789943114,0.8251378052639672
-37.731,32.9155,train,0.01841766476201373,40.846010321606414,0.3834093748700288
-1.5998,31.6146,train,0.08504544827646437,77.14955443198753,0.741690492887936
1.2426,34.3996,train,0.13976528479187192,92.40240789943114,0.8251378052639672
1.3749,34.1702,train,0.13976528479187192,92.40240789943114,0.8251378052639672
1.5784,34.3551,train,0.13976528479187192,92.40240789943114,0.8251378052639672
-26.8776,45.4811,train,0.016211118932483358,31.115157253485243,0.35372281019349705
13.7631,39.1461,train,0.0271091998098069,62.013020179738696,0.4778796665995685
51.0492,43.508,train,0.018531093190262214,40.97017225903247,0.38486189683133243
14.0686,39.2794,train,0.0271091998098069,62.013020179738696,0.4778796665995685
2.2812,36.2684,train,0.12711637292924968,84.04365001067296,0.8110260063448776
13.1426,39.3917,train,0.026969336392767874,61.98488373916355,0.47658919434331093
76.9112,58.4886,train,0.008396813022533325,13.723989641865733,0.22087749906006598
