Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.85037E-4,0.018503679,0.008815595,1,0,0
1.0513E-3,0.123633186,0.048101049,0.983333333,0,0
1.5722E-3,0.280853423,0.070260134,0.966666667,0,0
2.8797E-3,0.568823496,0.121586518,0.95,0,0
2.88125E-3,0.856948769,0.121644075,0.933333333,0,0
3.56819E-3,1.213767271,0.146399933,0.916666667,0,0
4.19927E-3,1.633693978,0.167944203,0.9,0,0
4.47978E-3,2.081672081,0.1771753,0.883333333,0,0
4.51625E-3,2.533296937,0.178360344,0.866666667,0,0
4.78944E-3,3.012241252,0.18713062,0.85,0,0
4.85078E-3,3.497318995,0.189073941,0.833333333,0,0
4.91327E-3,3.988646298,0.191044522,0.816666667,0,0
4.96154E-3,4.484800212,0.192559884,0.8,0,0
6.03523E-3,5.584477001,0.224860301,0.766666667,0,0
6.03707E-3,6.188183585,0.224913352,0.75,0,0
8.39159E-3,7.027342808,0.287420041,0.733333333,0,0
8.79763E-3,7.907105939,0.297194121,0.716666667,0,0
1.12877E-2,9.035877285,0.351725569,0.7,0,0
1.15281E-2,10.188691515,0.356546178,0.683333333,0,0
1.2141E-2,11.402792719,0.368515981,0.666666667,0,0
1.29058E-2,12.693377448,0.382843295,0.65,0,0
1.31677E-2,14.010148458,0.387600405,0.633333333,0,0
1.31749E-2,15.327633794,0.387729146,0.616666667,0,0
1.38966E-2,16.717294995,0.400463883,0.6,0,0
1.40282E-2,18.120118368,0.402729326,0.583333333,0,0
1.41129E-2,19.531408579,0.404177592,0.566666667,0,0
1.42916E-2,20.960569875,0.40721153,0.55,0,0
1.43105E-2,22.391622508,0.407530811,0.533333333,0,0
1.43901E-2,23.830631692,0.408870218,0.516666667,0,0
1.44954E-2,25.280172095,0.41063376,0.5,0,0
1.48566E-2,26.765827934,0.416602487,0.483333333,0,0
1.49661E-2,28.262440596,0.418389471,0.466666667,0,0
1.6205E-2,29.882942691,0.437858801,0.45,0,0
1.66339E-2,31.546337301,0.444299116,0.433333333,0,0
1.7085E-2,32.439585425,0.45091372,0.416666667,0,0
1.75185E-2,33.298183777,0.457124991,0.416666667,0.333333333,0
1.84295E-2,35.141137438,0.469731288,0.4,0.333333333,0
1.94473E-2,37.08587069,0.483139448,0.383333333,0.333333333,0
1.94492E-2,39.030791226,0.483163495,0.366666667,0.333333333,0
2.01754E-2,41.048329441,0.492321966,0.35,0.333333333,0
2.02972E-2,43.078050541,0.493826759,0.333333333,0.333333333,0
2.124E-2,45.20205228,0.505177143,0.316666667,0.333333333,0
2.1948E-2,47.396851181,0.513371265,0.3,0.333333333,0
2.34417E-2,49.741017449,0.529798941,0.283333333,0.333333333,0
2.52451E-2,52.265524126,0.548212997,0.266666667,0.333333333,0
2.5831E-2,54.84862155,0.553889028,0.25,0.333333333,0
2.71545E-2,57.564075863,0.566200709,0.233333333,0.333333333,0
2.76454E-2,60.32861784,0.570595787,0.216666667,0.333333333,0
2.80793E-2,63.136550651,0.574407302,0.2,0.333333333,0
2.96905E-2,66.105600037,0.587986826,0.183333333,0.333333333,0
2.9918E-2,66.583795847,0.589835121,0.166666667,0.333333333,0
3.11739E-2,69.222985738,0.599744856,0.166666667,0.666666667,0
3.11927E-2,72.342252947,0.599889688,0.15,0.666666667,0
3.17899E-2,75.52124289,0.604433062,0.133333333,0.666666667,0
3.19915E-2,75.812663514,0.605943548,0.116666667,0.666666667,0
3.41526E-2,78.936499388,0.621438872,0.116666667,1,0
3.43334E-2,82.369840596,0.622680512,0.1,1,0
3.50736E-2,85.877202398,0.62767877,0.083333333,1,0
3.51875E-2,89.395954131,0.628436146,0.066666667,1,0
3.52557E-2,92.921520267,0.6288878,0.05,1,0
3.53489E-2,96.456408228,0.629503868,0.033333333,1,0
3.54359E-2,100,0.630077249,0.016666667,1,0
