Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
4.95901E-4,0.049590102,0.02277841,1,0,0
6.07378E-4,0.110327952,0.027756817,0.983333333,0,0
1.35301E-3,0.313178457,0.059794298,0.95,0,0
1.39801E-3,0.452979128,0.061660175,0.933333333,0,0
2.87381E-3,0.740360322,0.119005465,0.916666667,0,0
3.07566E-3,1.047926539,0.126308376,0.9,0,0
3.4602E-3,1.393946084,0.139890916,0.883333333,0,0
3.79575E-3,1.773521068,0.151402983,0.866666667,0,0
5.89322E-3,2.362842854,0.216917802,0.85,0,0
6.0949E-3,2.972333223,0.2226883,0.833333333,0,0
6.26355E-3,3.59868804,0.227448554,0.816666667,0,0
6.81715E-3,4.28040338,0.242673167,0.8,0,0
7.05111E-3,4.985514728,0.248928376,0.783333333,0,0
7.20273E-3,5.705788089,0.252927239,0.766666667,0,0
7.43012E-3,6.448800534,0.258845308,0.75,0,0
9.42775E-3,8.134587896,0.307067718,0.716666667,0,0
1.03194E-2,9.166528793,0.326623854,0.7,0,0
1.05249E-2,10.219021487,0.330975812,0.683333333,0,0
1.06035E-2,11.279373585,0.332625252,0.666666667,0,0
1.09371E-2,12.373083751,0.339536474,0.65,0,0
1.13569E-2,13.50877175,0.348032777,0.633333333,0,0
1.14281E-2,14.651581578,0.349452591,0.616666667,0,0
1.22582E-2,15.877403014,0.365557035,0.6,0,0
1.3057E-2,17.183100233,0.380317906,0.583333333,0,0
1.42743E-2,18.610530514,0.4015381,0.566666667,0,0
1.48491E-2,20.095441681,0.411060923,0.55,0,0
1.52494E-2,21.620384695,0.41751591,0.533333333,0,0
1.5261E-2,23.146482873,0.417700076,0.516666667,0,0
1.54756E-2,24.694039579,0.421100128,0.5,0,0
1.65602E-2,26.350057263,0.437695384,0.483333333,0,0
1.66579E-2,28.015851733,0.43914467,0.466666667,0,0
1.72996E-2,29.557093349,0.448474186,0.45,0,0
1.73816E-2,29.754010751,0.449643861,0.45,0.333333333,0
1.82627E-2,31.580284277,0.461909272,0.433333333,0.333333333,0
1.86282E-2,33.443102195,0.466837279,0.416666667,0.333333333,0
1.89223E-2,35.335333181,0.470738547,0.4,0.333333333,0
1.92961E-2,37.264941064,0.4756145,0.383333333,0.333333333,0
1.934E-2,39.198937165,0.476181073,0.366666667,0.333333333,0
1.95535E-2,41.154284134,0.478920351,0.35,0.333333333,0
1.97044E-2,43.124721543,0.480839211,0.333333333,0.333333333,0
1.97517E-2,45.099893144,0.481438289,0.316666667,0.333333333,0
1.98389E-2,47.08378545,0.482538221,0.3,0.333333333,0
2.0502E-2,49.133983602,0.490751102,0.283333333,0.333333333,0
2.11484E-2,51.248824006,0.498510777,0.266666667,0.333333333,0
2.16958E-2,53.418405841,0.50489939,0.25,0.333333333,0
2.23434E-2,55.652747136,0.512250098,0.233333333,0.333333333,0
2.2676E-2,57.920346631,0.515940975,0.216666667,0.333333333,0
2.29191E-2,60.212258011,0.518603876,0.2,0.333333333,0
2.44072E-2,62.652975586,0.534285069,0.183333333,0.333333333,0
3.03451E-2,65.687486398,0.587857151,0.166666667,0.333333333,0
3.07845E-2,68.765939037,0.591335937,0.15,0.333333333,0
3.29766E-2,71.16644283,0.607848027,0.133333333,0.333333333,0
3.38781E-2,72.153750642,0.614258385,0.133333333,0.666666667,0
3.46794E-2,75.621689454,0.619782265,0.116666667,0.666666667,0
3.61673E-2,77.272524383,0.629630873,0.1,0.666666667,0
3.81147E-2,79.433155146,0.641775243,0.1,1,0
3.94377E-2,83.376921365,0.649581442,0.083333333,1,0
4.0783E-2,87.455222898,0.657178181,0.066666667,1,0
4.1533E-2,91.608525547,0.661271944,0.05,1,0
4.19476E-2,95.803284809,0.663493075,0.033333333,1,0
4.19672E-2,100,0.663597149,0.016666667,1,0
