species,X,Y,PC1,PC2,PC3
insect.M.distribution170t9.2_PA2_RUN2,31.9863,-31.4955,367.037169981192,-72.0972186123871,625.761808620969
insect.M.distribution170t9.2_PA2_RUN2,75.5176,40.162,-27.2168481925348,8049.72122879738,-224.776076021088
insect.M.distribution170t9.2_PA2_RUN2,9.177,40.6294,4784.74255241715,-2352.13672236822,-493.716273474724
insect.M.distribution170t9.2_PA2_RUN2,19.7184,43.5586,3084.09551205036,-2770.09004729393,1.47076818465126
insect.M.distribution170t9.2_PA2_RUN2,10.7649,37.8912,4761.02318879248,-3138.21407570899,-444.956994642812
insect.M.distribution170t9.2_PA2_RUN2,9.177,40.6294,4784.74255241715,-2352.13672236822,-493.716273474724
insect.M.distribution170t9.2_PA2_RUN2,74.5215,42.7568,-575.438684959875,3317.06121331651,-515.367262597343
insect.M.distribution170t9.2_PA2_RUN2,17.5927,37.0722,4067.85994929704,-3128.16755967983,-522.763827943062
insect.M.distribution170t9.2_PA2_RUN2,9.6866,41.3584,3707.99749775932,-3087.98506264613,-232.102456347268
insect.M.distribution170t9.2_PA2_RUN2,64.9409,56.1607,-4521.88662767029,-2907.87640651906,-437.399408737789
insect.M.distribution170t9.2_PA2_RUN2,75.5721,40.2258,-27.2168481925348,8049.72122879738,-224.776076021088
insect.M.distribution170t9.2_PA2_RUN2,100.5848,59.3909,4843.89492869134,8016.09075468818,-1143.95404486885
insect.M.distribution170t9.2_PA2_RUN2,74.0266,42.8759,-621.792380770041,1782.81127661767,-419.977699933142
insect.M.distribution170t9.2_PA2_RUN2,113.0814,60.9084,2134.75576079208,5775.277105785,-1819.75254975849
insect.M.distribution170t9.2_PA2_RUN2,44.9984,50.5598,2034.79689026669,-3645.82795328078,-506.182171627431
insect.M.distribution170t9.2_PA2_RUN2,75.7708,40.196,-96.8323420722019,5745.34088811897,-81.5316521321344
insect.M.distribution170t9.2_PA2_RUN2,33.1676,-20.9211,1243.93440342759,-3562.28949343289,698.243322955816
insect.M.distribution170t9.2_PA2_RUN2,33.3698,-20.9153,1251.82462840957,-3302.0102779132,681.953308836852
insect.M.distribution170t9.2_PA2_RUN2,91.9549,47.8195,-3952.50784780397,6969.88556379926,-196.538784452773
insect.M.distribution170t9.2_PA2_RUN2,35.5368,53.7315,1333.97548107293,-2440.99109817394,-132.758677002966
insect.M.distribution170t9.2_PA2_RUN2,-26.5641,-44.6863,1440.2327785859,-940.86431814241,-173.954190216547
insect.M.distribution170t9.2_PA2_RUN2,75.5721,40.2258,-27.2168481925348,8049.72122879738,-224.776076021088
insect.M.distribution170t9.2_PA2_RUN2,9.177,40.6294,4784.74255241715,-2352.13672236822,-493.716273474724
insect.M.distribution170t9.2_PA2_RUN2,31.9863,-31.4955,367.037169981192,-72.0972186123871,625.761808620969
insect.M.distribution170t9.2_PA2_RUN2,74.5215,42.7568,-575.438684959875,3317.06121331651,-515.367262597343
insect.M.distribution170t9.2_PA2_RUN2,8.8838,40.6748,4784.74255241715,-2352.13672236822,-493.716273474724
insect.M.distribution170t9.2_PA2_RUN2,10.7649,37.8912,4761.02318879248,-3138.21407570899,-444.956994642812
insect.M.distribution170t9.2_PA2_RUN2,8.5621,40.0311,4778.61132924454,-2555.73536408502,-481.127233143816
insect.M.distribution170t9.2_PA2_RUN2,73.8018,49.9947,-3482.24980087622,2316.75371901503,-863.413377614547
insect.M.distribution170t9.2_PA2_RUN2,44.9984,50.5598,2034.79689026669,-3645.82795328078,-506.182171627431
insect.M.distribution170t9.2_PA2_RUN2,105.8668,52.4637,-655.795997884512,8607.57459203925,-932.655335812077
insect.M.distribution170t9.2_PA2_RUN2,115.1319,40.5482,3394.66902142556,7733.45698800809,-241.639284969778
