species,X,Y,PC1,PC2,PC3
insect.M.distribution130t9.2_PA1_RUN2,32.114,9.2479,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,7.9127,30.9913,10197.8256514347,2567.9455307286,-452.109893271729
insect.M.distribution130t9.2_PA1_RUN2,32.3254,9.3393,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,10.0454,41.646,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,32.495,9.4316,11032.1638936068,-3052.01128322289,1098.75703346754
insect.M.distribution130t9.2_PA1_RUN2,10.0629,41.6494,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,9.9871,41.6435,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,9.9871,41.6435,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,31.954,8.993,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,10.0706,41.6449,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,32.6146,9.4588,11032.1638936068,-3052.01128322289,1098.75703346754
insect.M.distribution130t9.2_PA1_RUN2,32.2925,9.1705,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,32.2081,9.1547,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,10.0629,41.6494,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,73.2982,38.5307,9804.06243755048,7697.20427411422,-1239.08584116833
insect.M.distribution130t9.2_PA1_RUN2,31.954,8.993,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,32.6146,9.4588,11032.1638936068,-3052.01128322289,1098.75703346754
insect.M.distribution130t9.2_PA1_RUN2,31.9867,8.9832,11032.2134468808,-3048.92375245807,1098.23230085194
insect.M.distribution130t9.2_PA1_RUN2,10.0664,41.6462,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,51.0239,47.619,9765.36061072601,-3204.72586014244,66.5078680325242
insect.M.distribution130t9.2_PA1_RUN2,86.0137,16.3077,9431.18360623193,-3001.5443840574,1250.07444126737
insect.M.distribution130t9.2_PA1_RUN2,9.9871,41.6435,12676.4765244562,-2887.16898377118,120.65538707454
insect.M.distribution130t9.2_PA1_RUN2,32.7136,9.5399,11032.1638936068,-3052.01128322289,1098.75703346754
insect.M.distribution130t9.2_PA1_RUN2,32.852,9.5586,11032.1638936068,-3052.01128322289,1098.75703346754
insect.M.distribution130t9.2_PA1_RUN2,10.0706,41.6449,12676.4765244562,-2887.16898377118,120.65538707454
