X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
67.6384,45.4558,train,0.018596315002136536,32.029892864372165,0.49399247694501985
74.925,38.6494,train,0.0138382954349063,9.820836985865183,0.420784223230959
1.33,33.182,train,0.01939838685196908,48.30209422377571,0.5045486792745264
17.6748,39.3077,train,0.02180390309952382,71.76626845026306,0.5337223041278149
43.041,-13.8629,train,0.019858796327128003,51.289804667514474,0.5104115840964172
111.0466,47.4044,train,0.03593063895875481,100.0,0.6535307899959075
-50.4376,32.5427,train,0.01897840445114351,38.11907128422462,0.49907675937878093
85.1706,14.1666,train,0.018206308598370545,30.134486525415074,0.48869529403845163
105.057,39.3726,train,0.03451658542710387,100.0,0.6443844420960454
7.8164,41.884,train,0.02199981319919603,76.87891087837085,0.5359476876888981
