X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-7.7689,-68.1295,train,0.06626095905769551,100.0,0.7257707612974341
20.186,5.5223,train,0.03164739085965486,53.71220164570795,0.5583145785713798
-18.7637,-51.8269,train,0.05617517908045887,94.1549999770665,0.6917138503383958
-5.9533,-68.7697,train,0.07556071394375119,100.0,0.7511220305184334
-37.9346,-51.1023,train,0.06515415793066225,100.0,0.7224054732563192
-6.1894,-67.6102,train,0.0746145030503876,100.0,0.7487588705121133
120.4312,-69.5642,train,0.01808861496803361,34.652491387643046,0.41944592797875135
16.3018,14.4689,train,0.028549231669394513,49.997680247318286,0.5327776665383591
84.5325,38.9042,train,0.023130450086959582,42.864443519490194,0.4802150557546519
-13.8562,-2.712,train,0.07240294282895694,100.0,0.7430565039892582
7.2247,-45.6518,train,0.03939693974500093,69.70241659091033,0.6114371140960022
15.9908,13.9658,train,0.027453008138345267,48.16494176115111,0.5230198875218852
14.8909,5.0185,train,0.027745297039487585,48.65362063430856,0.525661257193255
19.0347,8.5284,train,0.02153055726692621,37.81204890692981,0.4623568979664673
17.5665,16.2724,train,0.01590485198867293,28.183408875435294,0.3884797947130314
101.564,19.9446,train,0.018055017442097015,34.569100470249374,0.41899328152701193
23.0619,20.3396,train,0.010469468276372428,12.116414977026247,0.2948657966567176
17.4045,16.3137,train,0.01590485198867293,28.183408875435294,0.3884797947130314
-39.3357,-48.9977,train,0.07062367200349884,100.0,0.7382773728223455
-2.23,-68.5946,train,0.1117474338516687,100.0,0.8169637066960387
62.0103,48.6024,train,0.008575982868539176,9.130949797631121,0.25514350022251026
17.1558,13.3275,train,0.018676012874227974,35.97833343729705,0.4272472861575386
109.9101,41.1663,train,0.006610275913036111,4.891153470322613,0.20887736881138183
87.6578,39.4044,train,0.02370945780804401,43.27722186208109,0.4863891075556436
0.9348,-67.0728,train,0.10088029774702058,100.0,0.801166912209596
16.5817,16.3033,train,0.01070959089847366,13.2528670542661,0.2996025135637082
-37.9426,-51.0683,train,0.06515415793066225,100.0,0.7224054732563192
16.381,14.3632,train,0.028549231669394513,49.997680247318286,0.5327776665383591
-3.2803,-67.0039,train,0.08051002818708765,100.0,0.7627924888714451
-5.8662,-68.8416,train,0.07790371045215069,100.0,0.7567866851396453
