X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
17.1271,40.2713,train,0.05621776570101603,87.35124657025305,0.6663332221267366
85.0809,16.9308,train,0.037328299542816544,56.55420185658577,0.570077160706403
18.7074,40.8828,train,0.04871880825182306,81.31579184111483,0.6337827269651044
0.3109,34.0248,train,0.058029485055743096,88.54122660325935,0.6733476870430292
91.924,43.8602,train,0.016639061130609843,26.12033100944921,0.3714893547996204
0.3763,33.9366,train,0.05086705582646668,83.16283032889677,0.6437389901310766
14.3953,37.7676,train,0.16332207847394523,100.0,0.8529763577629926
18.8567,40.9164,train,0.044477213341086355,69.77805792880984,0.6123951213743751
19.2107,40.9504,train,0.044477213341086355,69.77805792880984,0.6123951213743751
107.0275,22.5215,train,0.05061524017476885,82.94638935307906,0.6426000249408691
101.2839,47.6504,train,0.07893868487879509,100.0,0.7371263161777761
98.1414,46.0907,train,0.02925823807233057,48.18709147732814,0.5096426567665906
16.9375,40.037,train,0.05621776570101603,87.35124657025305,0.6663332221267366
6.4522,35.4152,train,0.01517598805326231,18.103511573943194,0.3502657406356563
22.6086,33.5613,train,0.09920652900857026,100.0,0.7789603521229308
