X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
17.5665,16.2724,train,0.0,0.0,0.0
60.181,36.5001,train,0.0,0.0,0.0
-7.7689,-68.1295,train,0.0,0.0,0.0
20.186,5.5223,train,3.770208858673614E83,100.0,1.0
-5.9533,-68.7697,train,0.0,0.0,0.0
-37.9346,-51.1023,train,Infinity,100.0,NaN
120.4312,-69.5642,train,2.4604216349738217E-23,2.4604127557106202E-21,4.880805919701567E-23
84.5325,38.9042,train,0.0,0.0,0.0
-13.8562,-2.712,train,0.0,0.0,0.0
17.6125,16.0378,train,0.0,0.0,0.0
7.2247,-45.6518,train,9.528711167941031E-234,9.528676780365654E-232,1.8902365844343524E-233
15.9908,13.9658,train,0.0,0.0,0.0
62.3107,44.6587,train,0.0,0.0,0.0
14.8909,5.0185,train,3.036312336112978E-80,3.0363013785535046E-78,6.023216107966305E-80
88.9264,40.8437,train,Infinity,100.0,NaN
-8.8925,-67.8316,train,0.0,0.0,0.0
23.0619,20.3396,train,1.108385980329768E-5,0.0011083819803442744,2.1986873437677364E-5
17.4045,16.3137,train,0.0,0.0,0.0
-39.3357,-48.9977,train,0.0,0.0,0.0
-2.23,-68.5946,train,Infinity,100.0,NaN
17.1558,13.3275,train,0.0,0.0,0.0
109.9101,41.1663,train,0.0,0.0,0.0
20.5969,7.9408,train,Infinity,100.0,NaN
16.5817,16.3033,train,0.0,0.0,0.0
-37.9426,-51.0683,train,Infinity,100.0,NaN
-3.2803,-67.0039,train,Infinity,100.0,NaN
-18.7637,-51.8269,train,4.286066660082874E-181,4.2860511923624504E-179,8.502388057968201E-181
17.7083,16.3552,train,0.0,0.0,0.0
0.9348,-67.0728,train,Infinity,100.0,NaN
-5.8662,-68.8416,train,0.0,0.0,0.0
