X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
9.9701,40.4731,train,0.05440434150799266,92.68529972411827,0.6846921625705236
123.8358,-60.614,train,0.004880867621211364,4.765338342885407,0.16305087106229632
102.1091,51.5068,train,0.03232373993032793,50.94100269301795,0.5633521536899541
94.4457,45.9801,train,0.053959746364506414,91.88455140809798,0.6829179807363521
17.398,41.9086,train,0.03522992576836608,56.69902247206696,0.5844022886443498
12.1923,17.0014,train,0.06173591954955071,95.50341004940027,0.7113278633298993
21.9358,2.6891,train,0.007477841190453082,8.91600285237135,0.2298638921570738
100.9356,46.8891,train,0.054779458962310845,92.82946755310114,0.6861737196238701
102.1312,48.4123,train,0.0418089354835044,72.17939769161393,0.6252953641067491
-33.5753,-33.3862,train,0.007535781616842711,8.95656518455292,0.23123310473103878
37.9139,40.2133,train,0.01462690577004873,25.970659791917363,0.36861540317520336
-7.2496,-7.4464,train,0.04303053825744369,74.78263760664571,0.6320185031151897
-7.1929,-7.39,train,0.08492779888519653,100.0,0.7722003335666194
-12.6462,-5.7955,train,0.07474176953525116,100.0,0.7489490514109964
14.1412,40.3278,train,0.03987595183392547,69.8219633122541,0.6141402568519542
-7.2108,-7.3954,train,0.08492779888519653,100.0,0.7722003335666194
91.4709,47.2079,train,0.07343425468387367,99.99998258151723,0.7456161297929993
-7.1932,-7.377,train,0.08492779888519653,100.0,0.7722003335666194
51.2854,46.5987,train,0.030855347915872303,44.38388236787825,0.5518840727547516
-7.2125,-7.4075,train,0.04303053825744369,74.78263760664571,0.6320185031151897
