species,X,Y,PC1,PC2,PC3
insect.M.distribution230t7.2_PA2_RUN2,-0.5956,-59.9183,5818.31819314949,-10121.1122473304,998.109955587967
insect.M.distribution230t7.2_PA2_RUN2,-3.1882,-58.9868,5840.44445577573,-7605.82161052644,428.593665166027
insect.M.distribution230t7.2_PA2_RUN2,-34.0196,-45.5096,5794.38380496269,-302.668291293304,-1135.1967817551
insect.M.distribution230t7.2_PA2_RUN2,64.1849,55.1534,-527.905377396918,-7414.54698700279,2159.82484340582
insect.M.distribution230t7.2_PA2_RUN2,-18.0572,5.0463,6626.31471984388,-4758.00763410266,-347.555333486952
insect.M.distribution230t7.2_PA2_RUN2,89.7819,22.4683,3163.66762655992,3892.67217205726,-928.746782554539
insect.M.distribution230t7.2_PA2_RUN2,118.3176,-58.3883,-5073.17080211147,404.787096754096,2636.8775215776
insect.M.distribution230t7.2_PA2_RUN2,118.2538,-58.3227,-5073.17080211147,404.787096754096,2636.8775215776
insect.M.distribution230t7.2_PA2_RUN2,118.269,-58.3267,-5073.17080211147,404.787096754096,2636.8775215776
insect.M.distribution230t7.2_PA2_RUN2,90.3889,21.6403,2775.38508051409,3929.14382829546,-782.56969490711
insect.M.distribution230t7.2_PA2_RUN2,118.273,-58.3286,-5073.17080211147,404.787096754096,2636.8775215776
insect.M.distribution230t7.2_PA2_RUN2,-3.1882,-58.9868,5840.44445577573,-7605.82161052644,428.593665166027
insect.M.distribution230t7.2_PA2_RUN2,-34.1708,-44.33,5471.36879464108,1194.20581956376,-1167.69998069035
insect.M.distribution230t7.2_PA2_RUN2,-5.649,-59.4802,5804.99090209075,-7323.93164719454,432.061570677864
insect.M.distribution230t7.2_PA2_RUN2,-3.1882,-58.9868,5840.44445577573,-7605.82161052644,428.593665166027
insect.M.distribution230t7.2_PA2_RUN2,-3.1265,-60.2977,5329.00056011016,-8200.13376553501,755.123115225966
insect.M.distribution230t7.2_PA2_RUN2,-5.7095,-59.4995,5804.99090209075,-7323.93164719454,432.061570677864
insect.M.distribution230t7.2_PA2_RUN2,-19.7049,4.0879,6605.96482570761,-7275.8082652013,225.472869713543
insect.M.distribution230t7.2_PA2_RUN2,118.1832,-58.3847,-5079.44043921326,-308.103527247882,2798.27543725512
insect.M.distribution230t7.2_PA2_RUN2,-35.4819,-47.637,5784.60192624035,-1414.81553415251,-883.408035112839
insect.M.distribution230t7.2_PA2_RUN2,-35.4933,-47.6342,5784.60192624035,-1414.81553415251,-883.408035112839
insect.M.distribution230t7.2_PA2_RUN2,15.1137,27.9758,3574.37808923981,3233.29434703745,-1107.0328426432
insect.M.distribution230t7.2_PA2_RUN2,13.6961,24.814,3059.74636660402,195.166237899296,387.732540201492
insect.M.distribution230t7.2_PA2_RUN2,118.269,-58.3267,-5073.17080211147,404.787096754096,2636.8775215776
insect.M.distribution230t7.2_PA2_RUN2,18.7572,16.4381,3197.6574619245,4212.49432721647,14.4404948849897
insect.M.distribution230t7.2_PA2_RUN2,-3.7202,-59.1206,5845.89943202207,-6985.6829296305,288.182326228886
insect.M.distribution230t7.2_PA2_RUN2,-0.5956,-59.9183,5818.31819314949,-10121.1122473304,998.109955587967
insect.M.distribution230t7.2_PA2_RUN2,90.3889,21.6403,2775.38508051409,3929.14382829546,-782.56969490711
insect.M.distribution230t7.2_PA2_RUN2,103.9409,25.9619,1432.4561181126,834.184742673201,1092.56572622161
insect.M.distribution230t7.2_PA2_RUN2,17.6714,17.9519,3197.65828989583,4212.4812169672,14.4314698655487
