"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"90","Svabula vzorkovana","species","Barremian","",129.4,125,109.845001,45.353001,117.4,43.32,"Blattodea",13,12,109.2291,47.0799
"91","Elisama fragmentaria","species","Barremian","",129.4,125,109.845001,45.3531,117.4,43.32,"Blattodea",13,12,109.2291,47.08
"95","Elisama brevis","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"108","Khanitermes acutipennis","species","Aptian","",125,113,100.68,46.099998,111.97,41.97,"Blattodea",12,11,100.9356,46.8891
"109","Khanitermes acutipennis","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"141","Baissatermes lapideus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Blattodea",12,11,109.1579,55.8218
"164","Piniblattella limai","species","Late Aptian","",122.46,112.03,-39.720001,-7.14,2.57,-5,"Blattodea",12,11,-7.2125,-7.4075
"165","Blattulopsis popovi","species","Aptian","",125,113,-70.127998,-48.549,-28.79,-44.94,"Blattodea",12,11,-35.9099,-49.0382
"180","Piniblattella limai","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"181","Piniblattella magna","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"182","Perlucipecta santanensis","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"183","Cratomastotermes wolfschwenningeri","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"186","Mariconitermes talicei","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"187","Cratokalotermes santanensis","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"188","Cretarhinotermes novaolindense","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"193","Laiyangia paradoxiformis","species","Aptian","",125,113,120.964996,37.049999,133.41,36.24,"Blattodea",12,11,122.7872,40.346
"251","Mesoblattinidae","family","Aptian","",125,113,93.948997,46.377998,105.84,41.13,"Blattodea",12,11,94.2995,45.9759
"255","Gurvanoblatta mongolica","species","Aptian","",125,113,93.948997,46.377998,105.84,41.13,"Blattodea",12,11,94.2995,45.9759
"256","Gurvanoblatta ichesnurensis","species","Aptian","",125,113,93.948997,46.377998,105.84,41.13,"Blattodea",12,11,94.2995,45.9759
"257","Sinoblatta laiyangensis","species","Aptian","",125,113,120.964996,37.049999,133.41,36.24,"Blattodea",12,11,122.7872,40.346
"290","Meiatermes hariolus","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"298","Methana","genus","Late Aptian","",122.46,112.03,145.97998,-38.575363,130.68,-83.32,"Blattodea",12,11,113.6862,-78.2458
"303","Mesoblattina wuweiensis","species","Late Jurassic","Early Cretaceous",163.5,100.5,102.239998,38.049999,111.09,35.22,"Blattodea",16,10,103.7658,38.1884
"304","Basiblattina conformis","species","Aptian","",125,113,129.610001,42.650002,140.08,43.25,"Blattodea",12,11,130.1708,47.2007
"307","Habroblattula drepanoides","species","Late Barremian","Early Aptian",130,122.46,121.129997,41.834999,128.79,42.01,"Blattodea",13,12,121.5783,45.0497
"341","Mastotermes nepropadyom","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,110.9956,54.7628
"342","Santonitermes transbaikalicus","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,110.9956,54.7628
"346","Blattodea","order","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"352","Mesoblattina cretacea","species","Late Aptian","",122.46,112.03,97.800003,39.965,111.11,35.15,"Blattodea",12,11,98.915,39.31
"354","Archimesoblatta kopi","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,110.9956,54.7628
"355","Mongolblatta sanguinea","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,110.9956,54.7628
"356","Blattula discors","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,110.9956,54.7628
"357","Liberiblattinidae","family","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,110.9956,54.7628
"374","Archimesoblatta tendencia","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Blattodea",13,12,99.6509,45.9863
"375","Elisama incerta","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Blattodea",13,12,99.6509,45.9863
"376","Blattodea","order","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Blattodea",13,12,99.6509,45.9863
"377","Elisama parallela","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"378","Archimesoblatta altera","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"379","Praeblattella dichotoma","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"380","Praeblattella ponomarenkoi","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"381","Elisama tsaganica","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"383","Blattodea","order","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"384","Archimesoblatta altera","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Blattodea",12,11,109.1579,55.8218
"390","Elisama grandis","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"392","Archimesoblatta piniformis","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"394","Brachymesoblatta arcuata","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"405","Praeblattella ponomarenkoi","species","Aptian","",125,113,99.133888,45.446667,110.78,41.07,"Blattodea",12,11,99.6608,45.9846
"406","Elisama tsaganica","species","Aptian","",125,113,99.133888,45.446667,110.78,41.07,"Blattodea",12,11,99.6608,45.9846
"407","Elisama parallela","species","Aptian","",125,113,99.133888,45.446667,110.78,41.07,"Blattodea",12,11,99.6608,45.9846
"408","Tarakanula shcherbakovi","species","Aptian","",125,113,99.133888,45.446667,110.78,41.07,"Blattodea",12,11,99.6608,45.9846
"409","Blattodea","order","Aptian","",125,113,99.133888,45.446667,110.78,41.07,"Blattodea",12,11,99.6608,45.9846
"412","Tarakanula shcherbakovi","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"427","Praeblattella zrnko","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Blattodea",12,11,99.6509,45.9863
"447","Zhujiblatta anofissilis","species","Early Aptian","",125.45,122.46,120.360001,29.726999,133.38,31.08,"Blattodea",13,12,124.0123,34.5083
"452","Sinogramma reticularis","species","Aptian","",125,113,109.995003,41,121.87,38.16,"Blattodea",12,11,110.5689,42.3783
"453","Laiyangia delicatula","species","Aptian","",125,113,120.669998,36.775002,133.21,35.92,"Blattodea",12,11,122.5582,40.0287
"454","Sinoblatta laiyangensis","species","Aptian","",125,113,120.785004,37.035,133.24,36.2,"Blattodea",12,11,122.6067,40.302
"455","Sinoblatta laiyangensis","species","Aptian","",125,113,120.855003,37.014999,133.32,36.19,"Blattodea",12,11,122.6838,40.2938
"461","Isoptera","infraorder","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"468","Piniblattella vitimica","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Blattodea",12,11,109.1579,55.8218
"471","Piniblattella minuta","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Blattodea",12,11,109.1579,55.8218
"476","Praeblattella elegans","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Blattodea",12,11,109.1579,55.8218
"531","Elisama hindwingnii","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"532","Ocelloblattula santanensis","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"536","Araripeblatta oliveirai","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"537","Araripeblatta bolzoni","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"538","Araripeblatta toledoi","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"539","Araripeblatta dornellesi","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"540","Araripeblatta simplex","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"554","Mesoblattina fiuzai","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"555","Mesoblattina damianii","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"556","Mesoblattina martinsnetoi","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"557","Mesoblattinopsis candidoi","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"558","Mesoblattinopsis natani","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"559","Mesoblattellina cretacea","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"578","Liberiblattinidae","family","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Blattodea",12,11,-7.1929,-7.392
"588","Habroblattula laiyangensis","species","Aptian","",125,113,120.669998,36.775002,133.21,35.92,"Blattodea",12,11,122.5582,40.0287
"634","Meiatermes cretacicus","species","Late Aptian","",122.46,112.03,-39.688999,-7.112,2.6,-4.98,"Blattodea",12,11,-7.1822,-7.3787
"635","Meiatermes","genus","Late Aptian","",122.46,112.03,-39.688999,-7.112,2.6,-4.98,"Blattodea",12,11,-7.1822,-7.3787
"636","Perlucipecta aurea","species","Barremian","Aptian",129.4,113,124.419998,40.075001,135.04,39.94,"Blattodea",13,11,125.5074,43.8638
"638","Habroblattula drepanoides","species","Barremian","Aptian",129.4,113,124.419998,40.075001,135.04,39.94,"Blattodea",13,11,125.5074,43.8638
"649","Spinaeblattina baekthoensis","species","Barremian","Aptian",129.4,113,124.419998,40.075001,135.04,39.94,"Blattodea",13,11,125.5074,43.8638
"677","Elisamoides cudak","species","Berriasian","Barremian",145,125,100.510002,18.49,116.9,12.51,"Blattodea",14,12,108.2843,13.4833
"678","Praeblattella krzeminski","species","Berriasian","Barremian",145,125,100.510002,18.49,116.9,12.51,"Blattodea",14,12,108.2843,13.4833
"680","Praeblattella solus","species","Late Jurassic","Early Cretaceous",163.5,100.5,69.900002,41.799999,81.23,32.22,"Blattodea",16,10,73.198,37.5196
"23101","Coleoptera","order","Late Hauterivian","Aptian",136.4,113,136.883331,36.049999,145.07,45.15,"Coleoptera",14,11,137.8535,47.6516
"2872","Coleoptera","order","Late Aptian","",122.46,112.03,145.97998,-38.575363,130.68,-83.32,"Coleoptera",12,11,113.6862,-78.2458
"3432","Sinoelaterium","genus","Late Barremian","Early Aptian",130,122.46,119.312134,41.156223,130.62,39.94,"Coleoptera",13,12,119.9225,44.0888
"4811","Andakhudukia ponomarenkoi","species","Aptian","",125,113,101.839996,45.389999,113.25,41.48,"Coleoptera",12,11,102.3377,46.4064
"4910","Cretoelaterium kazanovense","species","Barremian","",129.4,125,115.864998,51.775002,119.2,51.06,"Coleoptera",13,12,113.8023,55.0159
"5011","Cretopoena gratshevi","species","Aptian","",125,113,100.68,46.099998,111.97,41.97,"Coleoptera",12,11,100.9356,46.8891
"5111","Cretofalselaterium baiankhongoricum","species","Aptian","",125,113,100.68,46.099998,111.97,41.97,"Coleoptera",12,11,100.9356,46.8891
"9310","Mongolocar orcinus","species","Aptian","",125,113,100.68,46.099998,111.97,41.97,"Coleoptera",12,11,100.9356,46.8891
"9410","Palaeocar princeps","species","Aptian","",125,113,100.68,46.099998,111.97,41.97,"Coleoptera",12,11,100.9356,46.8891
"9710","Baissacar passarius","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"103","Cionocoleus magicus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"104","Lupicupes trachylaenus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"10510","Monticupes surrectus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"10710","Monticupes fentaiensis","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"10810","Diluticupes impressus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"10910","Penecupes rapax","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"11010","Latocupes jiensis","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"11110","Longaevicupes macilentus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"11210","Atalosyne sinuolata","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"22010","Lithohypna chifengensis","species","Late Barremian","Early Aptian",130,122.46,118.921997,41.536999,126.82,41.23,"Coleoptera",13,12,119.4069,44.3959
"22310","Cratomacer immersus","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"22410","Cratomacer ephippiger","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"22610","Davidibelus cearensis","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"22710","Martinsnetoa dubia","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"22810","Axelrodiellus ruptus","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"22910","Brasilnemonyx zherichini","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"23210","Aethocarabus levigata","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"23310","Protorabus polyphlebius","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"23410","Denudirabus exstrius","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"23510","Caraboidea","superfamily","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"23610","Cretohelophorus yanensis","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"23710","Eotenebroides tumoculus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"23910","Chinocimberis longidigitatus","species","Late Aptian","",122.46,112.03,116.080002,39.799999,128.25,37.72,"Coleoptera",12,11,117.0381,42.2295
"273","Arariperhinus monnei","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"276","Necromera admiranda","species","Late Barremian","Early Aptian",130,122.46,120.834999,41.615002,128.6,41.74,"Coleoptera",13,12,121.3431,44.7867
"281","Pollostelater baissensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"282","Cryptocoelus lukashevichae","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"283","Cryptocoelus sinitshenkovae","species","Aptian","",125,113,112.82,53.200001,120.12,50.93,"Coleoptera",12,11,109.9538,55.8536
"284","Cryptocoelus shcherbakovi","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"285","Cryptocoelus dolini","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"286","Cryptocoelus baissensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"30210","Cratoatractocerus grimaldii","species","Late Aptian","",122.46,112.03,-39.700001,-7.125,2.59,-4.99,"Coleoptera",12,11,-7.1929,-7.392
"30410","Protanaides sibiricus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"3642","Baissophytum convexum","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"3657","Baissopsis ampla","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"3742","Cretorabus rasnitsyni","species","Late Barremian","Early Aptian",130,122.46,118.967003,41.419998,126.91,41.12,"Coleoptera",13,12,119.4889,44.2892
"5212","Sphaerosyne globosa","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"6631","Avitortor primitivus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"6871","Karadromeus mongolicus","species","Aptian","",125,113,101.839996,45.389999,113.25,41.48,"Coleoptera",12,11,102.3377,46.4064
"6901","Eodromeus dissectus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"692","Eodromeus major","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"711","Cretorabus capitatus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"712","Cretorabus latus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"714","Conjunctia prodroma","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"715","Carabites vitimensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"725","Helophorus (Mesohelophorus) palaeosibiricus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"728","Paraspercheus vitimensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"731","Antemnacrassa sulcata","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"732","Avitortor leptoscelis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"733","Antemnacrassa vitimensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"734","Lithoscarabaeus baissensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"736","Lithoscarabaeus baissensis","species","Early Aptian","",125.45,122.46,113.389999,51.709999,118.62,50.03,"Coleoptera",13,12,111.283,54.525
"737","Proteroscarabaeus yeni","species","Early Aptian","",125.45,122.46,113.389999,51.709999,118.62,50.03,"Coleoptera",13,12,111.283,54.525
"738","Proteroscarabaeus yeni","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"739","Holcorobeus vittatus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"741","Antemnacrassa picturata","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"778","Cretonanophyes longirostris","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"779","Cretotaenia pallida","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"780","Mesydra elongata","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"782","Cretogeotrupes convexus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"787","Baissorhynchus tarsalis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"788","Slonik sibiricus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"789","Meligethiella soroniiformis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"790","Scraptiomima brachycornis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"795","Pseudonemonyx stupendus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"797","Cretonemonyx profligatus","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"798","Cretonemonyx longirostris","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"799","Megametrioxenoides longus","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,109.1461,46.1999
"801","Selengarhynchus ovalis","species","Barremian","",129.4,125,109.845001,45.3531,117.4,43.32,"Coleoptera",13,12,109.2291,47.08
"803","Oxycorynoides (Oxycorynoides) gurvanensis","species","Aptian","",125,113,93.948997,46.377998,105.84,41.13,"Coleoptera",12,11,94.2995,45.9759
"804","Cretoxenoides erdeniensis","species","Hauterivian","Barremian",132.9,125,111.050003,49.049999,115.27,47.5,"Coleoptera",13,12,110.1045,51.5588
"805","Selengarhynchoides sharyngolensis","species","Barremian","",129.4,125,109.845001,45.3531,117.4,43.32,"Coleoptera",13,12,109.2291,47.08
"806","Distenorrhinus (Buryatnemonyx) gratshevi","species","Aptian","",125,113,103.627197,50.350101,113.09,46.58,"Coleoptera",12,11,102.1091,51.5068
"893","Coptoclavisca nigricollinus","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,109.1461,46.1999
"898","Cretohelophorus cupedoides","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"899","Laetopsia baissensis","species","Aptian","",125,113,112.089996,53.299999,119.42,50.9,"Coleoptera",12,11,109.1579,55.8218
"900","Laetopsia mongolica","species","Aptian","",125,113,107.922997,44.716,119.05,41.9,"Coleoptera",12,11,107.5552,46.1168
"917","Mongoligena popovi","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"918","Mongoligena curta","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"919","Mongoligena vulgata","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"920","Mongolobuprestis gratiosus","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"921","Paramongoligena transversicollis","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"922","Paleas maculipennis","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"923","Cretocrassisoma indistinctum","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
"924","Cretoelegantella ponomarenkoi","species","Aptian","",125,113,99.125,45.450001,110.77,41.07,"Coleoptera",12,11,99.6509,45.9863
