"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"2139","Polyphaga","suborder","Late Campanian","Early Maastrichtian",83.5,66,176.845444,-38.907539,-157.04,-54.86,"Coleoptera",8,7,-169.2236,-60.7871
"2354","Dorotheus guidensis","species","Late Campanian","",83.5,70.6,-72.419998,-50.91,-57.57,-51.03,"Coleoptera",8,7,-58.5377,-53.5301
"2519","Cistelites sachalinensis","species","Santonian","",86.3,83.6,142.255005,51.049999,131.88,58.76,"Coleoptera",9,8,128.1934,55.8072
"2895","Nganasania taymyrica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"2943","Protopalnia magadanica","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Coleoptera",8,7,133.9018,65.8142
"2970","Microticus khatanga","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3035","Dermestidae","family","Middle Campanian","Late Campanian",83.5,70.6,101.056389,43.505833,96.62,38,"Coleoptera",8,7,90.9294,40.7001
"3078","Eutheia","genus","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3104","Ripiphoridae","family","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3153","Ennoticus mnemosynon","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3219","Taimyraltica calcarata","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3397","Taimyraphes microscopicus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3425","Paleobiphyllus ponomarenkoi","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Coleoptera",9,8,74.3651,67.4797
"3650","Arkagalarhinus zherikhini","species","Early Campanian","",83.5,70.6,146.737,63.248001,126.05,65.82,"Coleoptera",8,7,126.9242,68.0972
"3673","Ajkaelater merkli","species","Santonian","",86.3,83.6,17.6,47.075001,28.74,30.88,"Coleoptera",9,8,999.99,999.99
"3681","Coleoptera","order","Cenomanian","Santonian",100.5,83.6,-73.948303,4.7127,-42.35,3.6,"Coleoptera",10,8,-52.9364,1.2786
"3823","Neusiokia appalachiensis","species","Early Campanian","",83.5,70.6,-78.035004,35.352001,-40.72,37.1,"Coleoptera",8,7,-47.525,35.0639
"24411","Leptoconops (Leptoconops) clava","species","Santonian","",86.3,83.6,17.6,47.075001,28.74,30.88,"Diptera",9,8,999.99,999.99
"24511","Adelohelea magyarica","species","Santonian","",86.3,83.6,17.6,47.075001,28.74,30.88,"Diptera",9,8,999.99,999.99
"28610","Cretocatocha mcalpinei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"28710","Cretomiastor ferejunctus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"28810","Cretocordylomyia quadriseries","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"28910","Cretowinnertzia angustala","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"29110","Cretomiastor ferejunctus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"29210","Maksika intermedia","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"29311","Prioriphora setifemoralis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"29411","Maksika intermedia","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"29511","Prioriphora longicostalis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"29610","Limoniinae","subfamily","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"29711","Megathon zwicki","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"29810","Paleoculicis minutus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"29911","Plecia myersi","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"3005","Trichoneura (Trichoneura) canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"30111","Macalpina incomparabilis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"30211","Limonia albertensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"3581","Cretaceogaster pygmaeus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"37211","Nemedromia campania","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"37311","Nemedromia telescopica","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4141","Cretaceogaster pygmaeus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4151","Nemedromia campania","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4161","Prolatomyia elongata","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4171","Cretodromia glaesa","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"418","Cretoplatypalpus americanus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"419","Mesoplatypalpus carpenteri","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4201","Apalocnemis canadambris","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4213","Archichrysotus manitobus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4261","Apolephthisa bulunensis","species","Late Santonian","",85.8,83.5,100.96611,71.627777,86.02,66.54,"Diptera",9,8,75.0249,67.9686
"4272","Saigusaia pikei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4281","Syntemna fissurata","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"445","Thereotricha sibirica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4461","Nedocosia exsanguis","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4472","Izleiina mirifica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4502","Plesiognoriste carpenteri","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4514","Synapha longistyla","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4522","Nedocosia canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4532","Zeliinia occidentalis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4541","Lecadonileia parvistyla","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4551","Plesiognoriste zherikhini","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4561","Neuratelia maimecha","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4571","Nedocosia sibirica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4581","Ectrepesthoneura succinimontana","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"4642","Cretonomyia pristina","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4652","Leptoconops (Leptoconops) primaevus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4662","Leptoconops (Leptoconops) primaevus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4691","Atriculicoides ciliatus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4701","Atriculicoides globosus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4713","Atriculicoides globosus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4751","Atriculicoides","genus","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4792","Protoculicoides depressus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4802","Adelohelea glabra","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4814","Adelohelea glabra","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4832","Heleageron arenatus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4841","Heleageron arenatus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"487","Culicoides filipalpis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"488","Culicoides filipalpis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"4962","Culicoides tyrrelli","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"4972","Culicoides tyrrelli","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5022","Culicoides canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5042","Culicoides canadensis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5072","Culicoides bullus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5092","Culicoides agamus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5105","Culicoides obuncus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5131","Culicoides obuncus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5142","Culicoides annosus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5152","Culicoides annosus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5162","Minyohelea pumilis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5182","Palaeobrachypogon aquilonius","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5191","Palaeobrachypogon aquilonius","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5201","Palaeobrachypogon remmi","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5215","Palaeobrachypogon remmi","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5232","Palaeobrachypogon vetus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5252","Palaeobrachypogon vetus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5271","Peronehelea chrimikalydia","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5291","Peronehelea chrimikalydia","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5362","Metriocnemus cretatus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5372","Spaniotoma conservata","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5382","Smittia veta","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5391","Sciadophora bostoni","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"5402","Prioriphora canadambra","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-60.1164,57.5605
"5741","Pollicitator pollicitator","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"5751","Syntemna zherikhini","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"5761","Syntemna tele","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"5772","Syntemna zhuzhan","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"5782","Palaeodocosia magadanica","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"6052","Cretomicrophorus rohdendorfi","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"6062","Archichrysotus minor","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"6072","Retinitus nervosus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"6081","Archichrysotus hennigi","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"6492","Cretodiamesa taimyrica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"6521","Archiplatypalpus cretaceus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"6531","Cretaphormia fowleri","species","Late Campanian","",83.5,70.6,-112.667999,51.448002,-66.43,61.88,"Diptera",8,7,-74.4072,58.599
"7981","Palaeopetia minor","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"7991","Palaeopetia commemorabilis","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"800","Hermaeomyia dubia","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"8013","Eridomyia","genus","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"8021","Eridomyia ales","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"8031","Eridomyia captiosa","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"8041","Ironomyiidae","family","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"8181","Prioriphora polyankae","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"12851","Phoridae","family","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"12881","Maksika dvija","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"12901","Agaphora iunior","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"12912","Gemmaphora numerosa","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"12921","Varya lalita","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"13581","Culicoides filipalpis","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"13601","Protoculicoides depressus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"13621","Atriculicoides","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"13651","Culicoides","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"13671","Palaeobrachypogon","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"13681","Stilobezzia pikei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"13712","Peronehelea","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"13731","Ceratopogonidae","family","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-74.4393,56.8639
"1534","Platypezoidea","superfamily","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"15381","Promittor malus","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"15571","Oloplatypeza munusculum","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,133.9018,65.8142
"16551","Culicoides brisaci","species","Early Santonian","",85.8,83.5,4.7672,44.186501,15.66,35.11,"Diptera",9,8,6.63,34.3489
"16561","Stilobezzia roggeroi","species","Early Santonian","",85.8,83.5,4.7672,44.186501,15.66,35.11,"Diptera",9,8,6.63,34.3489
"1682","Austroconops sibiricus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1683","Leptoconops (Leptoconops) sibiricus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1684","Atriculicoides","genus","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1685","Atriculicoides macrophthalmus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1686","Culicoides sphenostylus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1688","Atriculicoides dasyheleis","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16891","Atriculicoides sibiricus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16901","Atriculicoides taimyricus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16911","Culicoides","genus","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16921","Culicoides kaluginae","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16931","Culicoides succineus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16941","Brachycretacea taimyrica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16951","Palaeobrachypogon macronyx","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16961","Peronehelea frigida","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16971","Peronehelea sibirica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"16981","Palaeobrachypogon taimyricus","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"17001","Leptoconops","genus","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1897","Borissovia rohdendorfi","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1898","Procyrtosia sukatshevae","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1899","Zarzia zherichini","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"1906","Electrotenia brundini","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"22751","Avenaphora gallica","species","Early Santonian","",85.8,83.5,4.7672,44.186501,15.66,35.11,"Diptera",9,8,6.63,34.3489
"22761","Cretomicrophorus piolencensis","species","Early Santonian","",85.8,83.5,4.7672,44.186501,15.66,35.11,"Diptera",9,8,6.63,34.3489
"23201","Simuliites yantardakh","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23212","Caputmunda yantardakhica","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23221","Cretoperomyia dmitrii","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23231","Palaeostrobliella zherikhini","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23241","Yantardakhiella pusilla","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23251","Zherikhiniella pedicellata","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23261","Menssana norilsk","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
"23271","Cretomycophila ekaterinae","species","Late Santonian","",85.8,83.5,99.562897,71.307404,85.33,66.07,"Diptera",9,8,74.3651,67.4797
