"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"597","Argentinosyne gonaldiae","species","Norian","",228,208.5,-69.160004,-32.459999,-23.37,-42.41,"Coleoptera",23,21,-32.5308,-42.2991
"600","Argentinosyne rugosa","species","Norian","",228,208.5,-69.160004,-32.459999,-23.37,-42.41,"Coleoptera",23,21,-32.5308,-42.2991
"6681","Platycoxa jurassica","species","Norian","",228,208.5,85.199997,47.5,80.08,58.25,"Coleoptera",23,21,70.4017,59.6326
"718","Necronectulus avus","species","Norian","",228,208.5,85.199997,47.5,80.08,58.25,"Coleoptera",23,21,70.4017,59.6326
"719","Triadogyrus sternalis","species","Norian","",228,208.5,37.049999,49.18,40.37,39.41,"Coleoptera",23,21,29.5466,40.7095
"794","Colymbotethis antecessor","species","Norian","",228,208.5,85.199997,47.5,80.08,58.25,"Coleoptera",23,21,70.4017,59.6326
"1415","Leehermania prorova","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Coleoptera",23,21,-23.3874,10.1504
"2140","Protonectes germanicus","species","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"2141","Carabilarva triassica","species","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"2142","Larvula triassica","species","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"2143","Zygadenia","genus","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"2157","Mormolucoides articulatus","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Coleoptera",23,21,-23.3874,10.1504
"2158","Mormolucoides articulatus","species","Tuvalian","",232,221.5,-79.970001,36.419998,-11.81,10.61,"Coleoptera",23,22,-23.6263,10.0167
"2171","Ademosyne parva","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2172","Ademosyne intermedia","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2173","Ademosyne lata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2174","Ademosyne brevis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2175","Ademosyne curvata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2176","Ademosyne ramocostata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2177","Ademosyne rugulosa","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2178","Ademosyne vittamargina","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2179","Ademosyne adunca","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2180","Ademosynoides alternata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2181","Ademosynoides abnormis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2182","Ademosynoides magnifica","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2183","Platycrossos ligulatus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2184","Platycrossos subtumidus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2185","Simmondsia subpiriformis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2186","Simmondsia cylindrica","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2187","Grammositum bilineatus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2188","Shepherdia quadrivittata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2189","Polysitum punctatus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2190","Polysitum minutus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2191","Elateridium subulatum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2192","Elateridium transversum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2193","Mesothoris punctomarginum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2194","Elaterium bipunctatum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2195","Reeveana major","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2196","Reeveana intermedia","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2197","Reeveana minor","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2198","Tryoniopsis punctata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2199","Tryoniopsis granulata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2200","Mesolobites trivittatus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2201","Mesolobites tuberculatus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2202","Mesolobites granulatus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2203","Mesolobites quadripartita","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2204","Mesolobites tenuiclathrata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2205","Willcoxia magnopunctata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2206","Tillyardiopsis tuberculata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2207","Tillyardiopsis granulata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2208","Leioodes pygmaeum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2209","Leioodes planum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2210","Apheloodes rugosum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2211","Apheloodes obliquum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2212","Ademosynoides striatella","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2214","Mesothoris grandis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2215","Tillyardiopsis variotuberculata","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Coleoptera",23,21,102.2257,-58.5488
"2367","Diarcuipenna heterosa","species","Norian","",228,208.5,113.800003,27.995001,123.59,28.57,"Coleoptera",23,21,103.7519,32.4045
"2368","Dzeregia juxta","species","Norian","",228,208.5,113.800003,27.995001,123.59,28.57,"Coleoptera",23,21,103.7519,32.4045
"2691","Pseudosilphites triassicus","species","Alaunian","Sevatian",215.56,205.6,8.84,52.16,17.64,35.4,"Coleoptera",22,21,8.3977,34.0762
"2692","Coleoptera","order","Tuvalian","",232,221.5,14.05,52.040001,25.82,32.89,"Coleoptera",23,22,11.9309,35.4279
"2710","Stargelytron larissae","species","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"2711","Coptoclavidae","family","Tuvalian","",232,221.5,10.695,50.006001,24.41,30.22,"Coleoptera",23,22,10.7859,32.6553
"3043","Dinoharpalus coptoclavoides","species","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"3045","Stargelytron larissae","species","Tuvalian","",232,221.5,10.665,49.970001,24.4,30.18,"Coleoptera",23,22,10.7842,32.6145
"3202","Holcoptera solitensis","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Coleoptera",23,21,-23.3874,10.1504
"3412","Coleoptera","order","Late Triassic","",237,201.3,119.565002,40.064999,131.8,42.6,"Coleoptera",24,20,113.3359,47.9227
"3485","Coptoclavia africana","species","Late Triassic","",237,201.3,20.514999,-8.435,12.24,-30.2,"Coleoptera",24,20,2.7053,-29.1436
"3599","Trialarva coburgensis","species","Tuvalian","",232,221.5,10.671,50.011501,24.39,30.22,"Coleoptera",23,22,10.7666,32.6534
"3629","Triamyxa coprolithica","species","Tuvalian","",232,221.5,18.249166,50.669167,29.33,32.68,"Coleoptera",23,22,15.5624,35.4876
"3668","Coleoptera","order","Tuvalian","",232,221.5,18.249166,50.669167,29.33,32.68,"Coleoptera",23,22,15.5624,35.4876
"3728","Holcoptera rasnitsyni","species","Norian","",228,208.5,37.049999,49.18,40.37,39.41,"Coleoptera",23,21,29.5466,40.7095
"3753","Coleoptera","order","Norian","",228,208.5,-79.291603,35.5588,-12.48,8.87,"Coleoptera",23,21,-23.0225,9.1869
"9011","Phanerogramma australis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Dermaptera",23,21,102.2257,-58.5488
"9111","Phanerogramma dunstani","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Dermaptera",23,21,102.2257,-58.5488
"3362","Metarchilimonia krzeminskorum","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"3442","Metarchilimonia solita","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"3565","Triassopsychoda olseni","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"3638","Yalea rectimedia","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"3744","Virginiptera certa","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"3851","Virginiptera similis","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"3913","Crosaphis virginiensis","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"4012","Prosechamyia trimedia","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"4112","Prosechamyia dimedia","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"11511","Vladiptera kovalevi","species","Norian","",228,208.5,85.199997,47.5,80.08,58.25,"Diptera",23,21,70.4017,59.6326
"13811","Tillyardiptera prima","species","Norian","",228,208.5,152.800003,-27.533333,114.21,-60.71,"Diptera",23,21,102.3863,-58.5007
"13911","Austrocramptonomyia minuta","species","Norian","",228,208.5,152.800003,-27.533333,114.21,-60.71,"Diptera",23,21,102.3863,-58.5007
"14011","Veriplecia handlirschi","species","Norian","",228,208.5,152.800003,-27.533333,114.21,-60.71,"Diptera",23,21,102.3863,-58.5007
"3203","Architipula youngi","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"32111","Yalea argentata","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"32211","Alinka cara","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"5882","Crosaphis anomala","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Diptera",23,21,102.3407,-58.5067
"7651","Virginiptera lativentra","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"766","Brachyrhyphus distortus","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"23651","Tipulomorpha","infraorder","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"23661","Veriplecia rugosa","species","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"23671","Diptera","order","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Diptera",23,21,-23.3874,10.1504
"14113","Mesobaetis ornata","species","Norian","",228,208.5,37.049999,49.18,40.37,39.41,"Ephemeroptera",23,21,29.5466,40.7095
"11005","Triassoprobnis humilis","species","Norian","",228,208.5,37.049999,49.18,40.37,39.41,"Grylloblattodea",23,21,29.5466,40.7095
"5616","Archescytinidae","family","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Hemiptera",23,21,-23.3874,10.1504
"5716","Naucoridae","family","Norian","",228,208.5,-79.668999,36.540901,-12.82,9.85,"Hemiptera",23,21,-23.3874,10.1504
"31012","Dunstania pulchra","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31112","Mesogereon neuropunctatum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31210","Mesojassus ipsviciensis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31311","Mesocixiodes termioneura","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31411","Paradunstania affinis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31511","Dunstaniopsis triassica","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31611","Chiliocycla scolopoides","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31711","Mesoscytina australis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"31910","Mesodiphthera grandis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"32112","Mesocixius triassicus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"32212","Ipsvicia jonesi","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"32512","Eurymelidium australe","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"32711","Homoptera","suborder","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"32811","Triassocixius australicus","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"32912","Mesogereon superbum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"33012","Mesogereon compressum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"33111","Mesogereon affine","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"33212","Mesogereon shepherdi","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"33811","Apheloscyta mesocampta","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"33911","Tardilly prosboloides","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34010","Tardilly dunstani","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34211","Mesonirvana orthoclada","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34410","Ipsviciopsis elegans","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34612","Dunstaniidae","family","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34711","Triassocoris myersi","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34811","Triassocoris scutulum","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"34912","Triassocoris","genus","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"35010","Triassocoris ovalis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"35111","Triassocoris grandis","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"6343","Woottonia phalerata","species","Norian","",228,208.5,85.199997,47.5,80.08,58.25,"Hemiptera",23,21,70.4017,59.6326
"8352","Triassothea analis","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"12492","Scytinopteridae","family","Anisian","Norian",247.2,208.5,147.294006,-42.860001,78.54,-72.93,"Hemiptera",25,21,71.4597,-65.8093
"14781","Eoscarterella media","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15061","Mesothymbris perkinsi","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15113","Mesonirvana abrupta","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15122","Triassoscelis anomala","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15132","Crosbella elongata","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15162","Mesojassus australis","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15172","Hylicella colorata","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15192","Mesojassula marginata","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15202","Trifidella perfecta","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15222","Dysmorphoptiloides elongata","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15232","Mesocixius parvus","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15262","Fletcheriana triassica","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15272","Triassoaphis cubitus","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15282","Platyscytinella paradoxa","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15292","Hexascytina tillyardi","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15302","Triscytina rotundata","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"15481","Knezouria unicus","species","Norian","",228,208.5,152.830002,-27.6,114.18,-60.78,"Hemiptera",23,21,102.3544,-58.5705
"16671","Dytoscytina ejuncida","species","Late Triassic","",237,201.3,116.425003,25.83,126.02,24.99,"Hemiptera",24,20,106.6193,30.3614
"16692","Sinisbole juvenis","species","Norian","",228,208.5,113.800003,27.995001,123.59,28.57,"Hemiptera",23,21,103.7519,32.4045
"16721","Apheloscyta xiangdongensis","species","Norian","",228,208.5,113.800003,27.995001,123.59,28.57,"Hemiptera",23,21,103.7519,32.4045
"16831","Szeiinia huanglongensis","species","Late Triassic","",237,201.3,109.800003,35.599998,120.32,40.29,"Hemiptera",24,20,100.6191,45.9146
"17401","Mesojassus ipsviciensis","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17422","Heteronella marksei","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17432","Heterojassus membranaceus","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17441","Heteroptera","suborder","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17451","Tricrosbia minuta","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17482","Cercopoidea","superfamily","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17501","Homoptera","suborder","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17513","Hemiptera","order","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"17522","Heterochterus timmsii","species","Norian","",228,208.5,152.781998,-27.552,114.17,-60.72,"Hemiptera",23,21,102.3407,-58.5067
"18091","Hexascytina tillyardi","species","Norian","",228,208.5,152.800003,-27.533333,114.21,-60.71,"Hemiptera",23,21,102.3863,-58.5007
"18108","Microscytinella radians","species","Norian","",228,208.5,152.800003,-27.533333,114.21,-60.71,"Hemiptera",23,21,102.3863,-58.5007
"18115","Platyscytinella paradoxa","species","Norian","",228,208.5,152.800003,-27.533333,114.21,-60.71,"Hemiptera",23,21,102.3863,-58.5007
"18814","Pseudipsvicia ala","species","Norian","",228,208.5,152.753998,-27.621,114.05,-60.76,"Hemiptera",23,21,102.2257,-58.5488
"19392","Lufengnacta corrugis","species","Norian","",228,208.5,101.900002,25.15,111.87,25.1,"Hemiptera",23,21,91.6036,28.9099
"19942","Mesocixius parvus","species","Norian","",228,208.5,152.768997,-27.549999,114.15,-60.71,"Hemiptera",23,21,102.3249,-58.4984
