"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"168","Lithoblatta lithophila","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Blattodea",15,14,19.0967,40.199
"208","Ctenoblattina arcta","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"209","Nannoblattina pinna","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"210","Artitocoblatta gossi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"211","Mesoblattina stricklandi","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"212","Blattula disjuncta","species","Berriasian","",145,139.8,-2.02,51.09,16.63,33.59,"Blattodea",14,14,7.7599,42.0113
"213","Mesoblattina symyrus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"214","Rithma purbeccensis","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"215","Mesoblattina elongata","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"216","Blattidium molossus","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"217","Rithma daltoni","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"218","Rithma westwoodi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"219","Mesoblattina swintoni","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"220","Mesoblattina higginsii","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"221","Malmoblattina murrayi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"222","Malmoblattina brodiei","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"223","Malmoblattina mantelli","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"224","Malmoblattina hopei","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"225","Malmoblattina peachi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"226","Elisama minor","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"227","Malmoblattina bucktoni","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"228","Mesoblattina kirkbyi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"229","Elisama kneri","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"230","Blattidium symyrus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"232","Nannoblattina similis","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"233","Blattula prestwichii","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"234","Nannoblattina woodwardi","species","Berriasian","",145,139.8,-2.02,51.09,16.63,33.59,"Blattodea",14,14,7.7599,42.0113
"235","Dipluroblattina bailyi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"236","Diechoblattina wallacei","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"237","Mesoblattina eatoni","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"238","Aporoblattina mclachlani","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"239","Mesoblattina anceps","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"240","Aporoblattina westwoodi","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"241","Mesoblattina kollari","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"242","Mesoblattina recta","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"243","Mesoblattina exigua","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"247","Elisama scudderi","species","Late Berriasian","",145,140.2,-1.95,50.599998,16.18,33,"Blattodea",14,14,7.8321,41.5222
"248","Mesoblattina deichmulleri","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Blattodea",15,14,19.0967,40.199
"249","Megalocerca longipes","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Blattodea",15,14,19.0967,40.199
"250","Blattodea","order","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"262","Gondwablatta abrahami","species","Berriasian","",145,139.8,34.883331,32.450001,39.42,1.68,"Blattodea",14,14,30.6039,9.2257
"263","Progeotrupes jurassicus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Blattodea",15,14,19.0967,40.199
"295","Nannoblattina brodiei","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Blattodea",14,14,7.794,42.0018
"296","Mesoblattina murchisoni","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"297","Mesoblattina ramificata","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Blattodea",14,14,7.832,41.5272
"303","Mesoblattina wuweiensis","species","Late Jurassic","Early Cretaceous",163.5,100.5,102.239998,38.049999,111.09,35.22,"Blattodea",16,10,104.1216,38.4983
"347","Durdlestoneia antiqua","species","Berriasian","",145,139.8,-1.965,50.606667,16.69,33.11,"Blattodea",14,14,7.8192,41.5287
"348","Diechoblattina ungeri","species","Berriasian","",145,139.8,-1.965,50.606667,16.69,33.11,"Blattodea",14,14,7.8192,41.5287
"492","Elisamoides mantiformis","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Blattodea",15,14,97.3941,45.5078
"493","Blattula mongolica","species","Tithonian","",152.1,145,95.793999,44.137001,96.03,49.83,"Blattodea",15,14,97.4127,45.5087
"494","Blattula mongolica","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Blattodea",15,14,97.3919,45.5115
"495","Blattula mongolica","species","Tithonian","",152.1,145,95.766998,44.137001,96.01,49.82,"Blattodea",15,14,97.3858,45.5044
"496","Blattula mongolica","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Blattodea",15,14,97.3941,45.5078
"497","Blattula vidlickai","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Blattodea",15,14,97.3941,45.5078
"498","Blattula vidlickai","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Blattodea",15,14,97.3919,45.5115
"499","Blattula vidlickai","species","Tithonian","",152.1,145,95.766998,44.137001,96.01,49.82,"Blattodea",15,14,97.3858,45.5044
"501","Blattula vidlickai","species","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Blattodea",15,14,97.3841,45.5062
"502","Blattula vidlickai","species","Tithonian","",152.1,145,95.793999,44.137001,96.03,49.83,"Blattodea",15,14,97.4127,45.5087
"504","Elisama pterostigmata","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Blattodea",15,14,97.3941,45.5078
"505","Elisama pterostigmata","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Blattodea",15,14,97.3919,45.5115
"506","Elisama pterostigmata","species","Tithonian","",152.1,145,95.766998,44.137001,96.01,49.82,"Blattodea",15,14,97.3858,45.5044
"507","Elisama pterostigmata","species","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Blattodea",15,14,97.3841,45.5062
"508","Elisama pterostigmata","species","Tithonian","",152.1,145,95.767998,44.140999,96,49.82,"Blattodea",15,14,97.3855,45.5085
"509","Elisama pterostigmata","species","Tithonian","",152.1,145,95.793999,44.137001,96.03,49.83,"Blattodea",15,14,97.4127,45.5087
"510","Breviblattina minor","species","Tithonian","",152.1,145,95.793999,44.137001,96.03,49.83,"Blattodea",15,14,97.4127,45.5087
"511","Breviblattina minor","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Blattodea",15,14,97.3941,45.5078
"512","Mongolblatta accurata","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Blattodea",15,14,97.3941,45.5078
"513","Mongolblatta accurata","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Blattodea",15,14,97.3919,45.5115
"514","Mongolblatta accurata","species","Tithonian","",152.1,145,95.766998,44.137001,96.01,49.82,"Blattodea",15,14,97.3858,45.5044
"515","Mongolblatta accurata","species","Tithonian","",152.1,145,95.690002,44.09,95.96,49.75,"Blattodea",15,14,97.3236,45.4464
"521","Diploptera","genus","Berriasian","Valanginian",145,132.9,114.427498,22.552,128.89,28.12,"Blattodea",14,13,120.0542,23.6698
"605","Praeblattella jurassica","species","Tithonian","",152.1,145,99.169998,45.220001,98.64,51.88,"Blattodea",15,14,100.4538,47.0967
"606","Blattula bacharensis","species","Tithonian","",152.1,145,99.169998,45.220001,98.64,51.88,"Blattodea",15,14,100.4538,47.0967
"677","Elisamoides cudak","species","Berriasian","Barremian",145,125,100.510002,18.49,116.9,12.51,"Blattodea",14,12,104.3501,13.4703
"678","Praeblattella krzeminski","species","Berriasian","Barremian",145,125,100.510002,18.49,116.9,12.51,"Blattodea",14,12,104.3501,13.4703
"680","Praeblattella solus","species","Late Jurassic","Early Cretaceous",163.5,100.5,69.900002,41.799999,81.23,32.22,"Blattodea",16,10,73.019,39.1971
"3134","Ditomoptera dubia","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"20100","Coleoptera","order","Neocomian","",145,130,146.5,-38.116669,138.79,-84.05,"Coleoptera",14,13,70.1533,-79.8748
"23101","Coleoptera","order","Late Hauterivian","Aptian",136.4,113,136.883331,36.049999,145.07,45.15,"Coleoptera",14,11,138.7872,43.5095
"24100","Coleoptera","order","Valanginian","",139.8,132.9,-109.691666,38.718056,-44.16,36.57,"Coleoptera",14,13,-63.1571,36.694
"2714","Coleoptera","order","Late Berriasian","",145,140.2,14.752449,55.080208,27.97,38.45,"Coleoptera",14,14,21.4978,46.5187
"3055","Cretosperchus medievalis","species","Berriasian","",145,139.8,34.883331,32.450001,39.42,1.68,"Coleoptera",14,14,30.6039,9.2257
"6910","Cionocoleus minimus","species","Late Hauterivian","",136.4,130,-0.325,51.133331,22.76,35.83,"Coleoptera",14,13,9.1911,42.0789
"8410","Artematopodites maximus","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,97.3941,45.5078
"8510","Artematopodites crispulus","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,97.3941,45.5078
"8610","Artematopodites lepidus","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,97.3941,45.5078
"231","Coptoclava longipoda","species","Late Hauterivian","",136.4,130,117.305,40.849998,123.78,42.04,"Coleoptera",14,13,119.172,41.7901
"385","Elateridae","family","Late Hauterivian","",136.4,130,-0.325,51.133331,22.76,35.83,"Coleoptera",14,13,9.1911,42.0789
"386","Cupedidae","family","Late Hauterivian","",136.4,130,-1.440833,52.72139,22.05,37.47,"Coleoptera",14,13,8.2003,43.6498
"387","Coleoptera","order","Late Hauterivian","",136.4,130,-1.440833,52.72139,22.05,37.47,"Coleoptera",14,13,8.2003,43.6498
"6251","Notocupes tripartitus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"648","Stygeonectes jurassicus","species","Late Jurassic","",163.5,145,111.129997,49.439999,109.27,59.67,"Coleoptera",16,14,111.2608,53.0517
"660","Liadytes longus","species","Tithonian","",152.1,145,117.449997,51.860001,112.81,63.44,"Coleoptera",15,14,117.0277,56.3398
"6611","Liadytes crassus","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,116.5285,56.1184
"6691","Novunda microplata","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,116.5285,56.1184
"6701","Novunda angulata","species","Tithonian","",152.1,145,117.449997,51.860001,112.81,63.44,"Coleoptera",15,14,117.0277,56.3398
"6711","Novunda cursoria","species","Tithonian","",152.1,145,117.449997,51.860001,112.81,63.44,"Coleoptera",15,14,117.0277,56.3398
"6821","Karatoma raptor","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,116.5285,56.1184
"6861","Karadromeus elongatus","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,116.5285,56.1184
"6891","Eodromeus sternalis","species","Neocomian","",145,130,109.209999,50.080002,108.35,52.28,"Coleoptera",14,13,108.9965,53.3828
"723","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,116.5285,56.1184
"799","Megametrioxenoides longus","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,111.3731,45.6504
"802","Gobibrenthorrhinus gigas","species","Tithonian","",152.1,145,104.133331,44.416668,105.82,51.45,"Coleoptera",15,14,105.9808,45.3139
"807","Gobicar ulugeiensis","species","Tithonian","",152.1,145,104.133331,44.416668,105.82,51.45,"Coleoptera",15,14,105.9808,45.3139
"809","Metrioxenoides pusillus","species","Early Berriasian","",145,140.2,-2.4415,50.533001,15.81,32.92,"Coleoptera",14,14,7.4171,41.4494
"849","Mesogyrus anglicus","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"850","Coptoclavella purbeckensis","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"851","Palaeodytes incompleta","species","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"852","Cretorabus sulcatus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"877","Microcoleopteron heydeni","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"878","Microcoleopteron jurassicum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"879","Scaphidiopsis hageni","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"880","Pseudotenebrio relictus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"881","Pseudohydrophilus avitus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"882","Ditomoptera defossa","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"884","Malmelater teyleri","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"886","Malmelater costeri","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"887","Malmelater grossum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"888","Pseudotenebrio innominatus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"889","Coleopteron antiquus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"890","Microcoleopteron lithographicum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"891","Chrysomelophana rara","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"892","Scaphidiopsis aequivoca","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"893","Coptoclavisca nigricollinus","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,111.3731,45.6504
"895","Hydrophilopsia longitarsalis","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,117.1838,56.4182
"896","Timarchopsis gobiensis","species","Tithonian","",152.1,145,107.796997,45.591999,109.01,53.53,"Coleoptera",15,14,109.5941,46.6509
"897","Bolbonectes intermedius","species","Tithonian","",152.1,145,115.660004,50.759998,111.82,61.93,"Coleoptera",15,14,115.553,55.0092
"901","Liadytes dajensis","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,117.1838,56.4182
"949","Omma gobiense","species","Tithonian","",152.1,145,107.790001,45.59,109.01,53.53,"Coleoptera",15,14,109.5871,46.6486
"1015","Notocupes brachycephalus","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,97.3919,45.5115
"1053","Dundorabus glabrus","species","Tithonian","",152.1,145,107.790001,45.59,109.01,53.53,"Coleoptera",15,14,109.5871,46.6486
"1054","Novunda pachycephala","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,116.3855,56.7167
"1055","Karadromeus verrucosus","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,116.5285,56.1184
"1062","Cretorabus orientalis","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,111.3731,45.6504
"1064","Nebrorabus capitatus","species","Berriasian","Valanginian",145,132.9,116.82,51.625,113.91,56.39,"Coleoptera",14,13,116.4454,56.0198
"1287","Prospercheus cristatus","species","Tithonian","",152.1,145,95.767998,44.140999,96,49.82,"Coleoptera",15,14,97.3855,45.5085
"1288","Helophorus (Mesosperchus) inceptivus","species","Tithonian","",152.1,145,95.767998,44.140999,96,49.82,"Coleoptera",15,14,97.3855,45.5085
"1407","Pyrochroophana maior","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1408","Pyrochroophana suprajurensis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1409","Helophoropsis brodiei","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Coleoptera",14,14,7.794,42.0018
"1410","Eurythyreites grandis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1411","Opsis bavarica","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1412","Geotrupoides lithographicus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1413","Amarodes pseudozabrus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1414","Ditomoptera minor","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1487","Coleoptera","order","Neocomian","",145,130,107.924446,44.716389,111.19,46.49,"Coleoptera",14,13,109.8031,45.7827
"1516","Brochocoleus","genus","Late Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1518","Zygadenia tuberculata","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1519","Zygadenia angliae","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Coleoptera",14,14,7.794,42.0018
"1521","Omma elongatum","species","Berriasian","",145,139.8,-2.015,51.080002,16.64,33.58,"Coleoptera",14,14,7.7644,42.0013
"1522","Omma elongatum","species","Late Hauterivian","",136.4,130,-1.440833,52.72139,22.05,37.47,"Coleoptera",14,13,8.2003,43.6498
"1523","Malmelater priscus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1524","Omma brevipes","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1525","Pyrochroophana robusta","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1526","Cerylonopsis striata","species","Berriasian","",145,139.8,-2.015,51.080002,16.64,33.58,"Coleoptera",14,14,7.7644,42.0013
"1527","Cerambycinus dubius","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1528","Parasilphites angusticollis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1529","Oryctites fossilis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1530","Procalosoma mimor","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1531","Chlaeniopsis solitarius","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1532","Notocupes reticulatus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1533","Omma zitteli","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1535","Procalosoma giardi","species","Early Tithonian","",150.8,145,11.105,48.904999,23.84,32.07,"Coleoptera",15,14,19.0627,40.1922
"1536","Procalosoma major","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1537","Carabicina decipiens","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1538","Prochrysomela jurassica","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1539","Microcoleopteron minimum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,19.0967,40.199
"1540","Anapiptus brodiei","species","Middle Berriasian","",145,140.2,-1.98,51.080002,16.13,33.47,"Coleoptera",14,14,7.794,42.0018
"1541","Halticophana westwoodi","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1542","Carabidium dejeanianum","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1543","Agrilium stomphax","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1544","Agrilium cyllarus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1545","Agrilium cyllabacus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1546","Agrilium strombus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1547","Paragrilium barypus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1548","Metagrilium westwoodi","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1549","Elaterium pronaeus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1550","Micrelaterium triopas","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1551","Parabuprestium teleas","species","Berriasian","",145,139.8,-1.965,50.606667,16.69,33.11,"Coleoptera",14,14,7.8192,41.5287
"1552","Parabuprestium pseudocarabus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1553","Ctenicerium blissus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1555","Ctenicerium valgus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
"1556","Ctenicerium stygnus","species","Early Berriasian","",145,140.2,-1.95,50.605,16.17,33,"Coleoptera",14,14,7.832,41.5272
