X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
94.3441,39.1797,train,Infinity,100.0,NaN
-10.1554,-10.5518,train,1.421351184985042E-113,1.421351184985042E-111,1.421351184985042E-113
-37.4232,-36.3737,train,2.085465348619899E197,100.0,1.0
87.3065,47.234,train,1.2890532448264072E-184,1.2890532448264071E-182,1.2890532448264072E-184
4.6553,32.7977,train,5.867021494115455E-196,5.867021494115455E-194,5.867021494115455E-196
6.7488,35.3447,train,0.0,0.0,0.0
-10.1325,-10.5253,train,1.421351184985042E-113,1.421351184985042E-111,1.421351184985042E-113
69.188,37.4022,train,5.91562871971065E-107,5.9156287197106496E-105,5.91562871971065E-107
97.1891,45.1907,train,Infinity,100.0,NaN
98.1107,46.2216,train,Infinity,100.0,NaN
-10.155,-10.5441,train,1.421351184985042E-113,1.421351184985042E-111,1.421351184985042E-113
3.5325,33.1929,train,3.522590608044451E-97,3.522590608044451E-95,3.522590608044451E-97
33.996,39.8632,train,0.0,0.0,0.0
6.4096,29.4373,train,2.566857896908105E-237,2.5668578969081048E-235,2.566857896908105E-237
-37.2955,-36.8613,train,1.7120580735463827E194,100.0,1.0
94.3903,39.4722,train,Infinity,100.0,NaN
129.4703,-54.5678,train,1.082966017140481E-297,1.082966017140481E-295,1.082966017140481E-297
80.1673,54.2054,train,2.061825335593861E-92,2.061825335593861E-90,2.061825335593861E-92
-9.6948,-10.6033,train,1.421351184985042E-113,1.421351184985042E-111,1.421351184985042E-113
-10.1459,-10.5968,train,1.421351184985042E-113,1.421351184985042E-111,1.421351184985042E-113
-10.1546,-10.5541,train,1.421351184985042E-113,1.421351184985042E-111,1.421351184985042E-113
11.3475,16.3257,train,7.736282042110452E-70,7.736282042110452E-68,7.736282042110452E-70
