Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.35569E-4,0.023556933,0.010074834,1,0,0
3.57838E-4,0.059340748,0.015224418,0.983333333,0,0
5.53164E-4,0.114657154,0.023340698,0.966666667,0,0
9.08875E-4,0.205544687,0.037782806,0.95,0,0
1.02845E-3,0.308389423,0.042542064,0.933333333,0,0
1.08514E-3,0.416903437,0.04478216,0.916666667,0,0
1.33699E-3,0.550602554,0.054608115,0.9,0,0
1.91183E-3,0.741785802,0.076295622,0.883333333,0,0
2.11361E-3,0.953146315,0.08367402,0.866666667,0,0
2.36882E-3,1.190028444,0.092839581,0.85,0,0
3.1745E-3,1.507478324,0.120607595,0.833333333,0,0
5.28387E-3,2.035865262,0.185853733,0.816666667,0,0
6.0737E-3,2.64323555,0.207860509,0.8,0,0
6.32329E-3,3.275564725,0.214569412,0.783333333,0,0
6.64289E-3,3.939853287,0.222995895,0.766666667,0,0
6.70187E-3,4.610040026,0.224531297,0.75,0,0
6.91858E-3,5.301897656,0.230120892,0.733333333,0,0
7.08577E-3,6.010474877,0.234378631,0.716666667,0,0
7.17114E-3,6.727589256,0.236534555,0.7,0,0
7.43907E-3,7.471496067,0.243222406,0.683333333,0,0
7.95921E-3,8.267417494,0.255877199,0.666666667,0,0
8.34125E-3,9.101542286,0.264905504,0.65,0,0
9.88447E-3,10.089988931,0.299249497,0.633333333,0,0
1.04673E-2,11.136719025,0.311399951,0.616666667,0,0
1.06313E-2,12.199846757,0.314742815,0.6,0,0
1.18657E-2,13.386417447,0.338903088,0.583333333,0,0
1.23996E-2,14.626375894,0.348832337,0.566666667,0,0
1.26587E-2,15.892246667,0.35354487,0.55,0,0
1.319E-2,17.211249055,0.362997428,0.533333333,0,0
1.32468E-2,18.535932594,0.363991819,0.516666667,0,0
1.4254E-2,19.961331485,0.381118862,0.5,0,0
1.43643E-2,21.397758854,0.38293843,0.483333333,0,0
1.49961E-2,22.897371115,0.39316035,0.466666667,0,0
1.50814E-2,24.405513885,0.394514508,0.45,0,0
1.57328E-2,25.978793786,0.404658647,0.433333333,0,0
1.70484E-2,27.683629601,0.424143949,0.416666667,0,0
1.7095E-2,28.429887011,0.424810921,0.4,0,0
1.71555E-2,29.399180153,0.425674931,0.4,0.333333333,0
1.73213E-2,31.131309172,0.428027779,0.383333333,0.333333333,0
1.78997E-2,32.921282562,0.436088315,0.366666667,0.333333333,0
1.81101E-2,34.732294076,0.438963896,0.35,0.333333333,0
1.98268E-2,36.714969457,0.461375482,0.333333333,0.333333333,0
2.01506E-2,38.730028569,0.465404094,0.316666667,0.333333333,0
2.08869E-2,40.818714939,0.474342982,0.3,0.333333333,0
2.19291E-2,43.011621155,0.486496803,0.283333333,0.333333333,0
2.20422E-2,45.2158398,0.487782298,0.266666667,0.333333333,0
2.2322E-2,47.448035716,0.490934041,0.25,0.333333333,0
2.77274E-2,50.220777302,0.545023451,0.233333333,0.333333333,0
2.81483E-2,53.035611466,0.548756999,0.216666667,0.333333333,0
3.00133E-2,56.03694209,0.564587644,0.2,0.333333333,0
3.31561E-2,59.352549345,0.588892075,0.183333333,0.333333333,0
3.54472E-2,62.897267492,0.604967099,0.166666667,0.333333333,0
3.63206E-2,66.529327245,0.61076911,0.15,0.333333333,0
3.6381E-2,70.167422738,0.611163768,0.133333333,0.333333333,0
3.68783E-2,73.855256825,0.614385802,0.116666667,0.333333333,0
3.77107E-2,77.626324857,0.61965983,0.1,0.333333333,0
3.92887E-2,81.555195075,0.629272776,0.083333333,0.333333333,0
4.17202E-2,85.72721961,0.643169585,0.066666667,0.333333333,0
4.40039E-2,90.127607222,0.655304592,0.05,0.333333333,0
4.47545E-2,91.092303764,0.659115337,0.033333333,0.333333333,0
4.77169E-2,94.899300827,0.673365765,0.033333333,0.666666667,0
5.1007E-2,100,0.687857954,0.016666667,0.666666667,0
5.65084E-2,100,0.709416261,0,0.666666667,0
