species,X,Y,PC1,PC2,PC3
insect.M.distribution180t3.2_PA1_RUN2,20.2231,38.6193,4004.05810117301,1543.94038716491,48.9485050528425
insect.M.distribution180t3.2_PA1_RUN2,84.879,59.8185,-27048.7120605002,-433.778325973899,2795.64069744004
insect.M.distribution180t3.2_PA1_RUN2,19.443,43.0475,3963.9038128744,3847.14925602415,51.0251433629869
insect.M.distribution180t3.2_PA1_RUN2,91.3854,49.5669,-9740.56055100185,-1515.20194430718,-1067.05215118127
insect.M.distribution180t3.2_PA1_RUN2,19.4027,43.0557,3963.9038128744,3847.14925602415,51.0251433629869
insect.M.distribution180t3.2_PA1_RUN2,19.443,43.0475,3963.9038128744,3847.14925602415,51.0251433629869
insect.M.distribution180t3.2_PA1_RUN2,120.6571,45.115,-4023.6741942798,-7344.90896429126,-145.397999389969
insect.M.distribution180t3.2_PA1_RUN2,45.3839,-60.7855,-1402.93525804175,-7951.30010871994,-1363.67225453818
insect.M.distribution180t3.2_PA1_RUN2,37.3313,-25.2967,1963.51292210185,861.321852464936,21.7792395080735
insect.M.distribution180t3.2_PA1_RUN2,45.3463,-60.7939,-1402.93525804175,-7951.30010871994,-1363.67225453818
insect.M.distribution180t3.2_PA1_RUN2,99.4583,62.3936,5730.27424011829,-5173.22618417615,-252.320706882397
