species,X,Y,PC1,PC2,PC3
insect.M.distribution70t3.1_PA1_RUN2,-54.1515,36.6608,-412.298265214619,2886.36087601117,1687.44786887819
insect.M.distribution70t3.1_PA1_RUN2,-54.1515,36.6608,-412.298265214619,2886.36087601117,1687.44786887819
