X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
67.6384,45.4558,train,0.010604588645642971,10.730749158626061,0.24370097677226196
25.7219,42.8766,train,0.020554556966660163,35.92611785518706,0.38445081430685346
107.4503,23.1467,train,0.1494082895375065,100.0,0.8194907511472433
1.33,33.182,train,0.08739969562985592,83.33628386832456,0.7264549485024963
17.6748,39.3077,train,0.14842733822177742,100.0,0.8185142803163342
73.422,40.7268,train,0.0026332712617652965,1.2145017686244686,0.07408600103260206
105.057,39.3726,train,0.579687331238904,100.0,0.9462776654565993
85.1706,14.1666,train,0.031152532008055598,55.02455532292742,0.48628190990561027
7.8164,41.884,train,0.14107360341861194,100.0,0.8108434622630254
15.0118,37.1634,train,0.06913873807739601,78.10606910236977,0.6775059222295469
107.6313,38.225,train,0.540521242459177,100.0,0.9426083622293959
32.7479,-23.3039,train,0.06414558403218835,75.34794284383895,0.660914812698574
15.1308,36.9105,train,0.06913873807739601,78.10606910236977,0.6775059222295469
17.7646,39.4574,train,0.1484275357425174,100.0,0.8185144779982997
92.3432,44.5548,train,0.004051291704344849,1.8233242785687334,0.10960854253449948
99.102,57.3481,train,0.06892919891176003,78.04605391231283,0.6768423758803126
106.1342,54.8353,train,0.09628732070521451,85.8818419093501,0.7452723875052144
