X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-0.5947,35.4562,train,0.033681369184759696,79.59347488601416,0.6014356519641112
3.4722,-47.3345,train,0.010247882298733744,10.362969019863343,0.3146598279562388
94.4103,-56.7947,train,0.0397846386184289,81.165887518528,0.6406039965569454
94.353,-56.7876,train,0.03971525839106587,81.14801199414235,0.6402020497065909
10.1539,40.9589,train,0.03481958218734373,79.88672152478729,0.609374967171322
42.7197,58.9328,train,0.02659365621971944,68.13359328787213,0.5436829589826793
94.3811,-56.8496,train,0.03971525839106587,81.14801199414235,0.6402020497065909
-24.2727,12.3566,train,0.014099394755828644,27.037244168565437,0.38713709585767536
9.7282,37.1139,train,0.0411099179455933,81.50734018441712,0.6481130434907065
64.405,-61.9631,train,0.05927629136996306,91.13693782124116,0.7264559474787293
94.2455,-56.8295,train,0.03971525839106587,81.14801199414235,0.6402020497065909
42.5748,59.0753,train,0.02659365621971944,68.13359328787213,0.5436829589826793
