X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.3308,35.7007,train,0.22884556098398295,100.0,0.8476334630394055
0.71,35.9525,train,0.2273005833323657,100.0,0.8467565232025552
57.2682,40.9914,train,0.04017343288991685,49.978353926336624,0.4940797251661105
-40.8758,36.1436,train,8.549858086684738E15,100.0,1.0
0.6689,35.7614,train,0.22884556098398295,100.0,0.8476334630394055
1.2819,37.671,train,0.0487069276516615,59.48223887958604,0.5421331369711017
-51.6012,-1.9385,train,0.013253160034177348,23.355603523798084,0.2436719987314541
12.5009,-39.3696,train,0.0257798039107964,37.173802834418375,0.3852562732944465
1.8059,36.7052,train,0.2279314496646632,100.0,0.8471158237584787
28.916,11.0942,train,0.015862363492815404,26.41889255915153,0.27829417320691713
42.7178,33.0179,train,0.03505871189627077,47.82594141527152,0.4601189061458136
126.5422,51.0326,train,0.004649874323152107,4.270360314674335,0.10155655564735751
13.9068,40.34,train,0.168583141628944,88.13883709476303,0.8038512501081365
-40.8967,36.1455,train,8.549858086684738E15,100.0,1.0
30.2265,15.069,train,0.04469474804223797,55.37625243449039,0.5207300826183274
