X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
9.6879,40.4002,train,0.1169914413331665,99.49973321764291,0.8158769495902163
8.7655,39.7378,train,0.11849213299729822,100.0,0.8177839408036879
32.4277,-30.4923,train,0.019550025922818594,40.620439696186374,0.4254438363725968
120.6571,45.115,train,0.11581866020672626,98.78554911814516,0.8143586331391841
45.3839,-60.7855,train,0.5501836876354206,100.0,0.9542096780984947
37.3313,-25.2967,train,0.026037412424240666,57.983189721882496,0.4965232865878085
85.4407,58.8465,train,0.0032131415497917808,1.8969782356549052,0.10849640931487406
8.773,39.7501,train,0.11849213299729822,100.0,0.8177839408036879
18.7298,41.6271,train,0.06810727830936754,80.21460376716753,0.7206408314207845
85.7786,59.1674,train,0.0031517130243525968,1.706186991746789,0.10664338783355995
116.5512,42.5179,train,1.5649157875388076,100.0,0.9834086907083258
99.4583,62.3936,train,0.002196706186075828,1.0534662165251583,0.07681125889171833
15.6565,38.2561,train,0.07457417039006044,81.92022669746936,0.7385320304875966
15.7471,38.2216,train,0.07457417039006044,81.92022669746936,0.7385320304875966
19.4027,43.0557,train,0.1347428424008162,100.0,0.8361595793322043
18.636,41.6102,train,0.06810727830936754,80.21460376716753,0.7206408314207845
75.2712,41.8813,train,2.8085079084864213,100.0,0.9906868130613944
