background,x,y,PC1,PC2,PC3
background,146.3,80.1,12767.9416893456,471.406042692722,-991.221457224014
background,-171.1,79.3,11816.0578187892,-3314.37468770006,-963.66269200519
background,-167.7,77.7,11317.2161450229,441.64640179256,-892.546226121268
background,99.1,63.1,12185.5591435098,-520.634185465257,-710.337714648703
background,92.5,62.5,12750.7171940822,-247.839039332688,-949.577287801584
background,-38.5,60.3,12005.2096416905,1619.92737542608,-1099.64457712751
background,37.9,54.9,6335.7593031834,2334.83865418925,-1163.39846445763
background,38.3,53.9,6332.80939933582,2438.61494697687,-1167.25839020065
background,38.5,53.5,6326.90817981988,2646.30215025205,-1174.98281536379
background,71.7,46.7,7052.92317385027,-3463.35266343676,-205.819407004995
background,37.9,45.9,9111.02374101948,2985.02572405533,-234.955250613069
background,102.1,45.3,-62.4038870402092,-11252.3389397356,1041.57322142831
background,97.5,45.1,-761.520782988632,-12946.7826328924,470.661338322915
background,64.5,39.9,8207.89240304086,1760.00676458544,109.759673955324
background,72.1,38.1,8772.14173383892,-14777.0347198725,638.035662760541
background,5.70000000000002,37.9,5553.11890722637,3609.6851102309,34.890683347986
background,-35.7,30.7,4920.72165579336,2144.78340856829,793.594242778274
background,-45.9,30.3,4813.4053135611,1812.50401744922,690.896366461822
background,53.1,25.7,9452.64691433528,1344.15024222576,-594.897861302656
background,68.5,22.3,9633.61057743603,3699.67113287649,-686.721060057246
background,83.3,21.3,10249.5211853993,3584.61051855919,-965.532384738772
background,5.90000000000001,16.5,7812.51347903691,3041.5730046296,681.302466686154
background,-60.9,13.5,12960.9844059022,-4896.05241552006,-756.873191205839
background,20.9,12.3,8513.94962226685,3711.81374339331,475.92364128087
background,-4.69999999999999,10.9,9948.060044266,618.440568005261,-40.9958813066144
background,-9.89999999999998,6.5,12128.2978088552,675.48839674986,-873.093443161646
background,-3.5,1.69999999999999,12776.1965178276,749.98009366714,-1012.64772821054
background,1.90000000000001,0.699999999999989,12827.2391580587,-960.70026401278,-948.07422013967
background,-43.1,0.5,12750.8190927115,1850.79188965904,-1050.73767861919
background,0.5,-4.5,12227.2348399928,-1958.50408666574,-917.463281198091
background,-18.3,-5.10000000000001,11411.1091557383,-348.599576345878,-824.898889432545
background,-18.5,-8.10000000000001,9929.65471236603,-24.9533238222237,-77.2030462019756
background,-43.5,-9.30000000000001,8446.97511873229,2688.35374971259,267.383594923194
background,-48.5,-10.9,7951.11135228273,-1245.40982593137,815.977679278502
background,42.9,-11.9,8971.8684080192,3711.07500919886,103.111126832731
background,-12.9,-13.1,9726.61883207672,-3086.16286323926,249.559741198162
background,28.3,-14.3,9304.64327539829,1780.93416408484,60.3060273910464
background,6.70000000000002,-14.5,9546.98297934321,-953.516648869335,79.5580706389364
background,35.7,-15.9,8841.71009553648,3694.05010673792,149.158262628825
background,24.7,-23.7,10146.8127237876,450.918723343762,-1257.36379219012
background,20.5,-27.7,8793.09736121536,-4282.59646509571,-210.104268551787
background,-25.1,-30.5,-6483.70762706961,174.74836180773,5364.94039309075
background,-5.69999999999999,-31.5,-3548.67478097338,-22.1303823249141,4148.82348431045
background,2.90000000000001,-34.3,-10492.311173811,999.80472599395,6411.78470294576
background,-26.3,-35.3,-7558.71348714651,1999.94981733713,6862.81773658523
background,-22.5,-35.3,-7115.65256796116,1068.84598646458,6103.84307312591
background,-2.09999999999999,-41.3,7478.56047936476,-16.7238827336668,477.57683386268
background,39.5,-42.9,3169.03676417767,-1823.86811555737,1817.87063954964
background,108.5,-46.7,6127.35848406932,2650.47611674366,-121.818350613787
background,85.7,-50.3,5231.06982263941,-622.652839175278,-350.750694668085
background,42.9,-56.5,6813.27507811265,2969.54387699935,-1521.42156151687
background,86.3,-57.3,4002.37113743464,-1395.07969843129,-888.517728012953
background,131.5,-60.7,-14907.6765465282,-250.777299670254,2613.85191581774
background,84.3,-61.3,3036.58279367494,2083.35193162894,-1332.20288792086
background,118.3,-65.5,-25392.5460834455,1265.64887888279,6029.72110630235
background,-4.5,-67.3,-902.795602233726,3364.17467022516,-1639.26545733046
background,105.9,-70.3,-5453.16681023394,3237.64752028489,-1523.75087739481
background,54.5,-76.1,-34895.0362640932,-710.227825921054,4321.09701898474
background,44.9,-78.7,-14328.185931372,470.952314064983,-1720.18536748575
background,68.7,-78.9,-29059.4159313197,-2535.99301325599,2816.01904174947
