species,X,Y,PC1,PC2,PC3
insect.M.distribution180t3.2_PA1_RUN1,20.2231,38.6193,4004.05810117301,1543.94038716491,48.9485050528425
insect.M.distribution180t3.2_PA1_RUN1,99.4583,62.3936,5730.27424011829,-5173.22618417615,-252.320706882397
insect.M.distribution180t3.2_PA1_RUN1,8.7655,39.7378,3663.51629562774,3549.05260615633,-556.542031818546
insect.M.distribution180t3.2_PA1_RUN1,84.879,59.8185,-27048.7120605002,-433.778325973899,2795.64069744004
insect.M.distribution180t3.2_PA1_RUN1,32.4277,-30.4923,522.90918971302,1109.74844788059,-52.0732914502068
insect.M.distribution180t3.2_PA1_RUN1,19.443,43.0475,3963.9038128744,3847.14925602415,51.0251433629869
insect.M.distribution180t3.2_PA1_RUN1,19.4027,43.0557,3963.9038128744,3847.14925602415,51.0251433629869
insect.M.distribution180t3.2_PA1_RUN1,120.6571,45.115,-4023.6741942798,-7344.90896429126,-145.397999389969
insect.M.distribution180t3.2_PA1_RUN1,45.3839,-60.7855,-1402.93525804175,-7951.30010871994,-1363.67225453818
insect.M.distribution180t3.2_PA1_RUN1,45.3463,-60.7939,-1402.93525804175,-7951.30010871994,-1363.67225453818
insect.M.distribution180t3.2_PA1_RUN1,99.4583,62.3936,5730.27424011829,-5173.22618417615,-252.320706882397
