species,X,Y,PC1,PC2,PC3
insect.M.distribution70t1.2_PA2_RUN1,-54.1515,36.6608,-412.298265214619,2886.36087601117,1687.44786887819
insect.M.distribution70t1.2_PA2_RUN1,-168.9006,-56.5336,-1281.84297272706,2684.88341572944,-1051.55639120544
