X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
109.4701,32.2945,train,0.0,0.0,0.0
94.353,-56.7876,train,3.3532620320579793E254,100.0,1.0
-0.5848,35.3176,train,Infinity,100.0,NaN
42.7197,58.9328,train,0.0,0.0,0.0
94.3811,-56.8496,train,3.3532620320579793E254,100.0,1.0
8.2939,38.8609,train,0.0,0.0,0.0
-24.2727,12.3566,train,0.0,0.0,0.0
-0.5947,35.4562,train,Infinity,100.0,NaN
64.405,-61.9631,train,2.902349728193526E-119,2.9023497281935263E-117,2.902349728201371E-119
94.2455,-56.8295,train,3.3532620320579793E254,100.0,1.0
12.4715,29.7815,train,0.0,0.0,0.0
94.4103,-56.7947,train,7.621640097970247E236,100.0,1.0
42.5748,59.0753,train,0.0,0.0,0.0
114.6257,33.9864,train,0.0,0.0,0.0
-0.4848,35.7289,train,Infinity,100.0,NaN
-1.0451,34.3504,train,Infinity,100.0,NaN
-0.5871,35.4262,train,Infinity,100.0,NaN
76.1298,62.4036,train,2.05613037286003E-310,2.056130372860026E-308,2.0561303728656E-310
8.1835,38.0236,train,0.0,0.0,0.0
94.249,-56.8313,train,3.3532620320579793E254,100.0,1.0
3.4728,-46.3216,train,0.0,0.0,0.0
94.3781,-56.7925,train,3.3532620320579793E254,100.0,1.0
94.3634,-56.7945,train,3.3532620320579793E254,100.0,1.0
-0.5831,35.3405,train,Infinity,100.0,NaN
